"caseId","Residence Own house/aprt","Disabled or Ill","Highest education completed","Present work situation","Current job prestige scores","Current occupation satisfaction","Present income satisfaction","Respodent identity importance","Respodent detention/jail/prison","Country feels like home","Respondent health","Has Children","Average English Skill","MariageStatus","successIndex","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995"
2149,0,1,5,7,42,4,2,3,1,1,4,0,4,0,22.99,78,3.36,0.74,4,0,1,4,1,1,10,1,1,3.8,5,5,1,5,5,1,5,2,2,2,2,2,2,1,1,10,4,5,5,2,1,4,1.25,4,1.67,5,3.58,0,95.5,0
2151,0,0,3,8,18,3,3,1,1,1,5,0,4,0,11.568,71,1.1,-0.36,4,0,1,3,1,1,9,1,1.5,3.5,5,1,1,1,1,1,4,3,2,2,2,2,2,1,1,6,3,4,4,3,1,4,1.75,3.5,1.33,5,1.62,0,93.9,0
2153,0,1,2,8,31,3,1,2,1,1,4,1,4,0,17.257,53,2.8,-0.99,3.75,0,1,6,2,1,2,1,2.5,2.6,4,3,4,1,1,1,5,3,2,2,2,2,2,2,1,6,2,4,4,2,1,4,2,3.3,2.67,3,3,0,94.8,0
2160,0,1,4,7,42,4,2,2,1,1,4,0,4,0,22.743,54,3,-0.33,4,0,1,4,2,1,5,1,2,3.3,5,2,1,1,1,1,4,4,2,2,1,2,2,2,1,5,4,4,5,3,2,4,1.25,3.3,1.33,2,2.92,0,94.8,0
2162,0,1,6,8,50,4,2,1,1,1,5,0,4,0,26.881,78,3.6,1.24,4,0,1,5,2,1,10,1,1.5,3.5,5,2,1,4,5,1,6,2,2,2,1,2,2,2,1,7,4,4,5,6,1,4,1.5,3.6,1.67,2.33,3.5,0,96,0
2163,0,1,6,8,50,4,5,2,1,1,3,0,3.25,0,26.9755,78,4,0.5,4,0,1,4,2,2,10,1,1.25,3.1,5,4,1,1,1,1,4,1,2,2,2,2,2,2,1,7,4,5,5,4,1,4,1.75,3,1.33,5,4,0,94.7,0
2165,0,1,6,8,51,5,5,1,1,1,4,0,4,0,27.653,56,4,1.3,4,0,1,3,1,2,4,2,1,3.6,5,2,1,1,3,1,2,5,2,2,2,2,2,1,1,4,3,5,5,3,1,3.75,1.5,3.5,1.67,1.33,4.25,0,96,0
2166,0,1,6,7,23,3,2,2,1,1,4,0,4,0,14.334,45,3.8,0.74,4,0,1,7,2,1,11,1,2.5,3.1,5,5,2,9,1,1,6,3,2,2,1,2,2,2,1,10,3,4,5,3,2,4,1.5,3.8,1,3,3.3,0,96,0
2175,0,1,5,8,53,4,2,3,1,1,4,0,4,0,28.123,71,4,0.48,4,0,1,4,2,1,9,2,1.5,3.8,5,4,1,9,3,1,3,1,2,2,2,2,2,2,1,8,4,5,5,2,1,4,1,3.9,1.67,4,4.1,0,95.5,0
2203,0,1,6,8,60,5,4,3,1,1,4,0,4,1,31.841,78,3.25,0.24,4,0,5,2,2,3,10,1,1.25,3.6,5,2,1,2,2,5,1,3,2,2,1,2,2,2,2,10,2,5,5,6,1,4,1,4,1.33,5,2.71,0,88.9,0
2217,0,1,6,8,51,5,5,3,1,1,5,0,4,0,27.786,65,3.5,0.43,4,0,1,3,1,1,4,1,1,3.8,4,2,1,4,1,1,3,2,2,2,2,2,2,1,1,4,2,5,4,3,4,4,1.75,2.2,2,3.67,3.61,0,92.5,0
2220,0,1,5,8,42,4,4,3,1,1,4,0,4,1,23.297,78,2.75,0.81,4,0,5,2,2,1,10,2,2,3.9,5,2,1,2,2,5,2,2,1,1,2,2,2,2,1,10,3,5,5,3,1,4,1.25,3.9,1.33,4.67,3.06,0,91.3,0
2228,0,1,6,8,78,4,3,3,1,1,5,0,3.75,1,39.9165,62,2.67,0.33,4,0,1,4,1,1,6,2,1.75,3,4,1,2,2,2,1,4,3,2,2,2,2,2,1,1,8,3,4,4,1,2,4,1.75,3.3,1.67,2.33,2.67,0,90.2,0
2230,0,1,3,8,37,5,4,2,1,1,5,1,4,1,20.723,48,2.33,-0.12,3.75,0,1,4,1,1,12,1,1.5,3.8,3,3,2,2,2,1,4,2,2,2,2,2,2,1,1,8,4,4,5,2,1,4,1,3.9,2.33,4.67,2.64,0,91.3,0
2232,0,1,6,8,56,5,4,2,1,1,5,0,4,0,29.944,60,3.5,0.82,4,0,1,3,1,2,13,1,1.25,3.8,5,2,1,1,9,1,3,4,2,2,2,2,2,1,2,6,4,5,5,2,1,4,2,4,2,4,4.3,0,94.2,0
2241,0,1,7,7,42,4,1,3,1,1,5,0,4,0,23.333,48,4.25,0.82,4,0,1,4,1,1,10,2,1.25,4,5,6,1,2,2,1,4,2,2,2,2,2,2,1,1,9,4,5,5,6,1,4,1.5,4,2,4,4.17,0,91.6,0
2244,0,1,8,2,70,4,4,3,1,1,5,0,4,1,36.274,61,4,1.19,4,0,1,5,2,2,10,1,1.25,4,5,4,1,2,2,1,5,3,2,2,1,2,2,2,1,7,4,5,5,4,1,4,1.5,3.9,1.67,4,4.17,0,91.3,0
2262,0,1,7,8,67,5,4,3,1,1,5,0,4,1,35.287,64,1.71,1.08,4,0,1,6,2,3,9,1,1.75,3.3,5,2,1,2,2,1,6,2,2,2,2,2,2,2,2,9,3,5,5,1,1,4,2,3.1,3,3,1.71,0,91.3,0
2272,0,1,3,7,45,4,4,3,1,1,4,0,4,0,24.147,60,3.17,-0.23,4,0,5,2,2,2,6,1,1.25,3.8,4,3,1,3,1,1,3,2,2,2,2,2,2,2,1,10,4,4,4,3,1,4,1.75,3.8,1,2.67,3.17,0,92.8,0
2274,0,1,5,7,34,5,3,2,1,1,5,0,4,0,19.476,57,2.42,1.04,3.5,0,3,5,2,2,4,2,1,3.2,3,2,2,1,3,2,2,3,1,1,1,2,2,2,1,11,3,4,4,2,1,4,1.5,3.7,2,2,2.85,0,94.3,0
2279,0,1,2,8,53,4,4,3,1,1,4,0,4,1,27.752,65,2.5,-0.3,4,0,3,2,2,1,12,2,2,3.7,5,2,1,2,2,8,1,3,2,2,2,2,2,2,1,11,3,4,5,1,1,4,1.75,4,1,4,2.5,0,94.3,0
2284,0,1,3,8,34,3,2,3,1,1,5,1,3.5,1,18.952,71,2.6,-0.2,3.5,0,1,3,2,3,9,1,2,3,4,3,1,3,3,1,3,1,2,2,2,2,2,2,1,10,4,5,5,3,1,3.5,1.25,3.8,2,4.33,3.08,0,92.6,0
2287,0,1,3,8,28,4,3,2,1,1,5,0,4,1,16.373,48,2.5,-0.24,3.75,0,1,7,1,1,6,1,1.5,3.3,4,2,1,3,3,1,6,2,2,2,2,2,2,1,1,3,3,3,3,2,1,3.5,2.25,2.9,1.67,3.67,1.45,0,94.7,0
2289,0,1,2,8,38,4,4,3,1,1,5,1,4,1,20.949,62,1.75,-0.7,4,0,1,5,2,1,6,2,1.5,3.89,3,2,1,3,1,1,3,3,2,2,2,2,2,2,1,8,4,4,4,2,1,4,1.75,3.5,1.33,4,1.75,0,90.2,0
2295,0,0,3,8,32,3,3,3,1,1,3,0,4,0,18.022,60,2.25,-0.66,4,0,1,3,2,2,6,1,1.5,4,5,2,3,3,3,5,2,4,1,1,1,1,2,2,2,11,4,5,2,1,2,4,1.25,4,1.67,1,2.25,0,90.2,0
2297,0,1,3,7,35,4,3,1,1,1,4,0,4,0,19.371,57,0.83,1.6,4,0,1,3,2,1,12,1,2,2.8,5,2,2,1,1,1,3,2,2,2,1,1,2,2,1,3,4,3,3,1,3,4,3,2.8,1.33,1.33,1.51,0,94.3,0
2301,0,1,5,8,34,5,4,2,1,1,5,0,4,0,19.648,55,2.5,0.4,4,0,1,3,2,3,7,2,1.25,3.6,5,3,1,2,2,1,3,2,2,2,2,2,2,2,1,5,3,5,5,3,1,4,1.5,4,1.33,4.67,2.36,0,92.5,0
2308,0,1,3,8,53,5,3,2,1,1,5,0,4,1,27.932,78,1.2,0.18,4,0,3,4,2,1,10,2,1.75,4,5,1,1,2,2,3,4,1,2,2,2,2,2,2,1,9,4,4,5,1,2,4,1.25,3.8,1.33,3,1.2,0,92.5,0
2313,0,1,4,8,53,5,4,3,1,1,5,0,4,1,28.267,78,2.5,-0.84,4,0,1,3,2,1,10,2,1,3.4,5,2,1,2,2,1,3,3,2,2,2,2,2,2,1,5,4,5,5,3,1,4,1.25,3.8,1.33,3.67,2.5,0,90.2,0
2315,0,1,7,8,50,4,3,2,1,1,5,0,4,0,27.216,78,4.5,1.59,4,0,1,6,1,1,10,1,1,3.9,5,5,1,2,2,1,6,1,2,2,2,2,2,1,1,10,3,5,5,5,1,3.75,1.25,3.3,1.67,4.67,4.5,0,94.3,0
2320,0,1,3,8,53,5,5,3,1,1,5,0,3.75,1,28.1075,78,2.42,0.32,3.75,0,3,5,2,1,5,2,3,2.1,5,2,1,2,2,3,5,3,2,1,2,2,2,2,1,5,4,5,5,2,1,4,1.25,4,1.67,4.33,2.84,0,91.3,0
2325,0,1,2,8,29,4,3,2,1,1,5,0,4,1,16.634,45,1.5,-0.35,4,0,1,4,2,3,6,1,2.25,2.2,3,1,2,2,2,1,4,3,2,2,2,2,2,2,2,11,4,4,5,3,2,4,2,3.6,1.33,4.33,1.5,0,92.5,0
2337,0,1,4,8,42,4,2,3,1,1,5,0,4,0,22.911,78,2.75,-0.39,4,0,1,5,2,2,10,2,1,4,5,4,1,2,2,1,6,3,2,2,1,2,2,2,2,10,4,4,5,4,1,4,1.25,4,1.67,4.67,2.75,0,92.8,0
2341,0,1,5,7,42,3,2,2,1,1,4,0,4,0,22.857,55,3.5,0.54,4,0,1,3,1,1,7,2,1,3.9,5,1,1,2,2,1,3,2,2,2,2,2,2,1,1,7,3,5,5,6,1,4,1.75,3.9,1.33,4.33,3.4,0,91.3,0
2353,0,1,3,8,53,3,1,3,1,1,5,0,4,0,27.59,78,1.58,0.64,4,0,5,2,2,1,10,2,2.25,3.6,5,1,2,5,3,5,2,2,2,1,2,2,2,2,1,10,1,5,5,2,1,4,1.75,3.7,1,5,1.3,0,92.5,0
2360,0,1,6,8,34,2,2,3,1,1,5,0,4,1,19.514,66,2.92,0.05,4,0,1,6,2,3,5,2,2.5,3.6,5,3,1,2,2,1,4,4,2,2,1,2,2,2,2,11,2,4,5,3,1,4,2.5,3.3,1,4.67,2.29,0,92.5,0
2361,0,1,3,3,34,4,5,3,1,1,5,1,4,1,18.979,78,2.5,0.15,4,0,2,4,2,1,12,2,1.5,3.6,4,2,1,2,2,5,3,3,2,2,1,2,2,2,1,8,4,4,5,1,2,4,1.75,3.8,1.33,1.33,2.5,0,92.5,0
2362,0,1,8,8,62,5,5,3,1,1,4,0,4,1,33.243,62,4,0.03,4,0,1,4,2,3,8,2,1.25,3.9,5,2,1,1,1,5,1,3,1,2,1,2,2,2,2,11,4,5,5,4,1,4,1.25,4,2.33,4.67,3.13,0,90.2,0
2363,0,1,6,8,34,2,2,2,1,1,5,1,4,1,19.512,48,2.92,0.16,4,0,1,4,1,1,10,2,1.25,4,5,4,1,2,2,1,4,3,2,2,2,2,2,1,1,6,3,5,5,1,1,4,1,3.8,2.67,4.67,2.78,0,91.3,0
2368,0,1,7,8,58,5,2,3,1,1,5,0,4,0,30.933,62,3.33,-0.53,4,0,3,4,1,1,6,1,3,2.1,5,2,1,2,6,5,3,4,2,2,2,2,2,1,1,11,4,5,5,6,1,4,1.25,3.3,1.33,3.33,4.24,0,92.7,0
2369,0,1,8,2,78,5,4,3,1,1,4,0,4,0,39.948,65,2.92,-0.55,4,0,5,1,2,1,12,2,2.75,2.6,5,2,1,2,2,5,1,4,2,2,1,2,2,2,1,8,3,5,5,1,4,4,3.25,2.8,2,2,2.92,0,90.2,0
2376,0,0,3,8,21,1,4,2,1,1,5,0,3.25,1,12.8125,61,1.17,0.79,3.5,0,3,4,1,3,10,1,1.75,3.2,4,1,3,2,1,10,3,3,2,1,2,1,2,1,2,5,3,4,4,1,1,3.5,1.75,3.3,1.33,2.67,1.17,0,92.5,0
2378,0,1,4,8,42,4,3,2,1,1,4,1,3.75,1,22.9595,64,3.58,-0.21,3.75,0,1,5,2,2,8,2,1.5,3.1,3,2,1,1,3,1,4,3,1,2,1,2,2,2,2,8,3,4,5,2,1,4,1.5,3.2,2.33,3,3.58,0,90.2,0
2383,0,1,6,8,67,4,3,2,1,1,4,0,4,0,34.786,62,3.67,-0.04,4,0,1,2,1,1,8,1,1,3.4,4,2,4,1,1,1,3,3,2,2,2,2,2,1,1,5,3,4,5,1,2,4,1.75,3.6,1.67,2.67,3.67,0,92.8,0
2387,0,1,5,7,42,4,4,2,1,1,5,1,3,1,23.048,66,2.25,1.3,4,0,1,3,1,1,7,2,1.5,3.1,4,3,1,2,2,1,3,2,2,2,2,2,2,1,1,7,4,4,5,3,2,3.75,1.25,3.1,2,3.67,1.94,0,91.6,0
2391,0,1,3,8,53,2,2,1,1,1,5,0,3.75,1,27.4935,78,2.5,0.31,4,0,1,3,1,3,10,1,1.75,3.4,5,2,2,2,2,1,3,2,2,2,1,1,2,1,2,10,4,5,5,1,4,4,2,4,1,2,2.5,0,92.5,0
2392,0,1,5,8,34,4,1,3,1,1,5,0,3.75,0,19.2995,78,3.08,-0.41,4,0,5,9,2,1,12,1,1.25,3.9,4,2,1,1,1,5,5,4,2,2,1,2,2,2,1,10,4,4,5,4,1,4,1.25,4,1.67,4.67,2.79,0,93.2,0
2395,0,1,3,8,57,3,2,2,1,1,5,0,4,0,29.465,57,2.1,-0.31,4,0,3,4,2,1,13,1,2.25,4,4,3,2,3,9,5,3,4,1,2,2,2,2,2,1,14,1,4,5,2,2,4,2.5,2.8,2,2.67,2.17,0,94,0
2402,0,1,6,8,38,2,2,2,1,1,4,0,1,1,20.672,56,1.83,-1.35,4,0,1,3,2,1,6,2,1.75,3.4,5,3,2,1,3,1,3,2,2,2,2,1,2,2,1,6,3,5,5,3,1,4,2,4,1,5,1.83,0,90.2,0
2406,0,1,3,8,33,3,3,2,1,1,5,0,4,0,18.537,48,1.58,-0.83,3.5,0,5,2,1,1,9,2,1,3.7,4,1,1,1,1,5,2,2,2,2,2,2,2,1,1,9,4,4,5,3,1,4,1,3.6,2,2,1.58,0,90.2,0
2410,0,1,5,8,42,4,3,1,1,1,5,0,4,1,23.146,56,1.58,-0.06,4,0,1,3,2,3,13,1,1.5,3.8,4,2,1,7,7,5,2,3,1,1,2,2,2,2,1,9,2,4,4,2,1,4,1,3.9,2,3.67,1.75,0,88.9,0
2411,0,1,4,7,23,3,2,2,1,1,5,0,4,0,13.973,71,3.08,-0.24,4,0,3,2,2,1,9,2,1.5,3.6,5,2,1,2,2,5,1,2,2,2,2,2,2,2,1,9,4,5,5,2,1,4,1.75,3.8,1.67,4.67,2.43,0,92.5,0
2416,0,1,2,8,39,5,4,3,1,1,3,0,4,0,21.328,48,2.25,0.35,4,0,1,4,1,1,14,2,1.25,3.6,4,2,1,2,2,1,4,2,2,2,2,2,2,1,1,8,2,4,4,1,3,3.5,2.5,2.7,2.33,4,1.94,0,91.3,0
2420,0,1,6,8,37,4,4,3,1,1,4,0,4,0,21.153,62,4,1.16,4,0,3,3,2,2,8,2,2.75,2.3,5,2,1,4,1,3,3,4,2,2,2,2,2,2,2,8,4,5,5,3,1,4,1.75,4,2,3,2.64,0,91.3,0
2433,0,0,5,8,53,5,4,3,1,1,4,0,4,0,28.348,67,2.07,1.1,4,0,5,7,1,1,9,2,1.5,3,5,2,2,1,1,5,4,1,2,2,2,2,2,1,1,9,2,5,5,2,3,4,2.25,1.9,1.33,1.33,2.07,0,90.2,0
2436,0,1,5,8,52,4,4,2,1,1,5,0,4,0,27.826,57,2.67,-0.75,4,0,4,2,2,3,13,2,3.25,3.2,4,5,1,2,1,4,4,1,2,1,2,2,2,2,2,11,4,4,5,3,1,4,1.25,4,2.33,4.67,2.24,0,91.3,0
2447,0,1,3,7,58,5,3,2,1,1,4,0,4,0,30.061,57,2.5,-0.34,4,0,5,6,2,1,13,2,1.75,3.1,3,2,1,1,1,10,6,4,1,1,2,2,2,2,1,10,3,4,5,1,2,4,1.75,2.9,1.33,2.67,1.39,0,90.2,0
2453,0,1,7,7,72,5,4,3,1,1,5,0,4,0,37.451,57,3.33,1.15,4,0,5,2,2,1,8,1,1,4,3,2,1,2,2,5,2,2,2,2,2,2,2,2,1,9,1,5,4,6,1,4,1.5,4,1,4,3.33,0,90.2,0
2455,0,1,6,8,60,3,3,2,1,1,4,0,4,1,31.536,71,4.17,-0.55,3.75,0,1,3,1,3,9,1,2,3.6,2,4,1,2,2,1,3,4,2,2,2,2,2,1,2,11,3,5,5,4,2,3.75,1.25,4,1,3.67,4.17,0,92.5,0
2460,0,1,2,8,28,4,4,2,1,1,3,1,3.75,1,16.1905,62,2.17,0.05,4,0,1,5,2,3,8,1,1.5,2.7,3,1,1,1,1,1,5,2,2,2,1,2,2,2,2,5,1,4,4,1,2,4,1.67,3.8,2.67,3,1.39,0,91.3,0
2470,0,1,8,2,78,4,1,2,1,1,5,0,4,0,39.586,78,3.57,0.08,4,0,1,9,1,2,10,2,1.5,3.8,5,3,1,2,2,1,11,4,2,2,1,2,2,1,2,10,3,5,5,6,2,4,1,3.9,1.33,3.67,3.57,0,92.5,0
2479,0,1,5,7,16,4,3,2,1,1,2,0,4,0,11.025,65,3.5,0.14,4,0,1,6,2,2,12,1,3,2.4,3,4,1,9,3,1,3,5,2,2,1,2,2,2,1,4,2,4,4,4,1,4,3.25,1.7,2.33,3,3.8,0,94.8,0
2485,0,1,6,7,42,3,2,2,1,1,5,0,4,1,23.137,78,2.17,-0.03,4,0,1,3,2,2,10,1,1.25,3.8,5,5,1,1,3,1,3,3,2,2,2,2,2,2,2,5,2,4,5,3,1,4,1.75,3.3,1.67,4.67,2.05,0,91.3,0
2487,0,1,5,8,48,4,3,3,1,1,4,0,4,0,25.916,78,3,0.61,4,0,1,3,2,3,10,1,1.75,3.6,5,3,1,2,2,1,3,4,2,2,1,2,2,2,2,8,3,5,5,3,1,4,2,3.2,1.67,2.67,2.92,0,92.5,0
2491,0,1,2,8,42,3,1,3,1,1,5,0,4,0,22.343,55,2.67,-0.02,3.5,0,5,3,1,1,7,1,1.25,3,4,2,1,2,2,5,3,3,1,2,2,2,2,1,1,7,4,5,5,3,1,4,1.25,3.1,2.67,2.33,2.01,0,92.5,0
2507,0,1,2,8,37,1,4,3,1,1,5,1,3.25,1,20.0895,71,2.8,-1.41,3,0,1,6,2,3,9,1,2.25,3.1,2,2,1,1,1,5,5,1,1,2,2,2,2,2,2,10,2,2,4,5,1,3,1.5,3.3,2,4.67,1.86,0,92.1,0
2530,1,1,7,8,57,5,4,2,1,1,5,0,4,0,30.642,78,3.33,0.59,4,0,1,3,2,1,14,1,2.75,2.5,5,2,1,1,1,1,3,3,2,2,2,2,2,2,1,8,2,4,5,2,1,4,2.5,4,1.33,4,2.38,0,91.3,0
2539,1,1,5,7,38,4,4,3,1,1,5,1,4,1,21.5,71,2.67,-0.46,4,0,1,3,2,2,9,1,1.5,4,5,5,1,2,2,1,3,2,2,2,2,2,2,2,2,6,2,5,5,6,1,4,1.25,4,1.67,4.33,2.67,0,88.9,0
2542,1,1,3,8,26,5,4,3,1,1,5,0,4,0,15.67,51,1.25,-0.12,4,0,1,3,2,1,4,1,1.75,3.4,4,3,2,1,1,1,3,4,2,2,1,2,2,2,1,9,4,5,3,1,1,4,1,3.9,1.33,1.67,1.25,0,92.5,0
2546,1,1,5,7,52,4,4,3,1,1,4,0,4,1,27.844,78,2.67,-0.78,4,0,1,5,2,3,10,1,1,3.3,4,2,1,1,2,1,4,2,2,2,2,2,2,2,1,10,4,5,5,3,1,3.75,1,4,1.67,5,1.79,0,91.3,0
2549,1,1,5,8,52,1,1,3,1,1,5,0,4,0,27.4,55,3.5,-0.32,4,0,1,3,1,1,6,1,1.75,4,5,3,1,5,5,1,3,2,2,2,1,2,2,1,1,9,4,5,5,1,2,4,1,4,1.67,4.67,3.5,0,90.2,0
2551,1,1,5,7,52,5,5,3,1,1,4,0,4,0,27.969,54,1.5,-0.17,4,0,1,6,2,1,5,1,1,3.6,5,1,2,9,9,1,7,3,2,2,2,1,2,2,1,11,4,5,5,1,1,4,1,4,1.33,4.67,1.71,0,90.2,0
2554,1,1,4,7,57,1,3,3,1,1,3,0,4,0,29.519,64,2.15,-0.42,3,0,1,4,2,2,14,2,1,3.4,4,1,2,2,1,1,4,4,2,2,1,2,2,2,2,8,4,4,5,1,2,3,1.75,3.8,1.33,4,2.15,0,88.9,0
2571,1,1,6,8,34,4,3,2,1,1,4,0,4,0,19.68,48,2.56,-0.23,3.75,0,1,7,1,2,14,2,1,3.2,3,2,1,1,1,1,4,3,2,2,2,2,2,1,2,6,3,4,5,3,1,4,1.5,2.9,2,3.33,2.56,1,88.9,0
2575,1,1,6,7,42,4,4,2,1,1,4,0,3.25,0,23.2075,57,3.67,0.31,4,0,5,3,2,1,13,2,1.25,3.5,4,2,1,2,2,5,3,2,2,1,2,2,2,2,1,8,2,4,4,2,2,4,1.25,3.2,2,4.33,3.67,0,94.3,0
2583,1,1,3,8,34,4,3,2,1,1,5,0,4,1,19.168,71,2.42,0.57,4,0,5,1,1,1,10,1,1.5,4,5,2,1,2,2,5,2,4,2,2,1,2,2,1,1,7,4,5,4,2,2,4,1,3.8,1,2.33,2.42,0,92.5,0
2586,1,1,6,8,52,3,2,2,1,1,4,0,3.75,0,27.7205,71,2.5,0.56,4,0,1,6,2,1,10,2,2,3.9,5,3,1,2,2,1,5,2,2,2,1,2,2,2,1,9,4,5,5,6,1,4,1,4,2.33,5,2.26,0,91.6,0
2589,1,1,5,8,51,4,3,2,1,1,5,0,4,0,27.32,48,1.67,-0.47,4,0,1,4,1,2,11,2,1,4,5,2,1,2,2,1,7,3,2,2,2,2,2,1,2,11,4,5,5,1,2,4,1.75,3.9,1,4.33,1.67,0,90.2,0
2590,1,1,3,8,34,4,4,2,1,1,5,0,4,1,19.256,62,2.42,-0.22,2.25,0,1,6,2,4,4,1,1.5,2.7,4,2,1,1,1,1,4,2,2,2,2,2,2,2,2,14,2,5,5,2,1,3.25,1.75,3.7,2,4.67,2,0,93.9,0
2595,1,1,4,8,53,5,4,3,1,1,5,1,4,1,28.355,71,1.67,0.3,4,0,5,2,2,1,9,1,1.75,2.9,5,1,2,2,2,3,3,1,2,1,2,2,2,2,1,8,1,5,4,1,2,4,1.75,3.8,2.33,5,2.29,0,92.5,0
2599,1,0,3,8,27,1,4,3,1,1,4,0,3.75,0,15.6735,78,2.92,-0.78,3,0,1,6,2,4,10,2,1,3.1,5,6,1,1,1,1,3,3,2,2,1,2,2,2,2,10,2,4,4,6,1,3,1.25,3.7,1,3.33,3,0,93,0
2600,1,1,6,8,56,4,4,3,1,1,5,0,4,0,29.95,78,4,0.53,4,0,1,3,2,1,10,1,1.5,3.6,5,4,1,9,3,1,3,2,2,2,2,2,2,2,1,10,4,5,5,6,1,4,1.25,3.6,1.33,4.67,4,0,94.8,0
2610,1,1,4,8,53,5,4,3,1,1,5,0,4,1,28.308,78,2,-0.24,4,0,1,3,2,1,12,1,1.5,3.3,4,1,1,3,2,10,4,4,1,2,2,2,2,2,1,6,2,3,3,5,2,4,3,1.8,1.67,1.67,2,0,92.8,0
2611,1,1,3,8,53,4,4,3,1,1,5,0,4,0,27.979,48,2.17,0.78,4,0,1,5,1,1,13,2,1,3.9,4,3,1,2,9,1,5,3,2,2,2,2,2,1,1,7,4,4,5,3,1,4,1,4,1.67,4.33,1.6,0,91.3,0
2613,1,1,7,8,60,5,4,2,1,1,3,0,4,0,31.949,50,3.29,-1.17,4,0,1,3,2,1,10,2,1.25,3.9,5,3,1,1,3,1,3,3,2,2,2,2,2,2,1,10,3,4,5,3,1,4,1.5,3.5,2,5,3,0,92.1,0
2614,1,1,1,8,40,5,5,3,1,1,5,0,4,1,21.835,52,1.67,-0.07,4,0,3,3,1,2,11,2,1,3.8,2,2,1,2,2,1,3,1,2,2,2,2,2,1,2,11,2,2,1,1,3,4,1,4,2.67,5,0.77,0,91.6,0
2616,1,1,2,8,42,4,3,3,1,1,3,0,4,0,22.574,57,0.92,-0.51,4,0,1,4,2,2,13,1,3,2.5,3,1,1,2,2,1,3,5,2,2,1,2,2,2,1,8,2,3,5,2,1,3.5,2.5,2.8,1.33,3.67,0.92,0,91.3,0
2620,1,1,5,8,39,2,2,3,1,1,3,0,4,0,21.535,78,2.75,-0.66,4,0,3,4,2,3,10,2,1.75,3,4,3,1,2,1,3,4,4,2,2,1,2,2,2,2,10,3,4,4,4,1,4,2,3.2,1,3.33,3.4,1,90.2,0
2623,1,1,6,8,42,3,2,3,1,1,4,0,4,0,23.229,62,3.5,0.88,4,0,1,4,2,1,8,1,2.25,2.6,4,6,1,2,2,1,4,3,2,2,2,2,2,2,1,8,3,4,5,6,1,4,2,2.7,2,4.67,3.5,0,92.5,0
2626,1,1,2,8,53,3,2,2,1,1,4,0,4,0,27.437,78,1.5,-0.86,4,0,1,4,2,1,10,2,1.75,2.4,5,1,4,1,2,1,4,1,2,2,2,2,2,2,1,10,2,3,5,2,2,4,2.75,3.3,2,4.67,0.52,0,88.3,0
2628,1,1,4,8,51,1,1,3,1,1,5,0,4,0,26.743,56,2.33,0.49,4,0,1,4,2,1,6,1,3,3.6,3,2,1,4,4,1,3,2,2,2,2,2,2,2,1,6,3,5,5,4,2,4,1.5,3.9,1,5,1.81,0,92.5,0
2630,1,0,4,8,31,5,3,2,1,1,4,1,4,0,18.003,78,3.33,0.25,4,0,3,3,2,1,10,2,1.5,4,4,4,1,7,1,5,3,2,2,2,2,2,1,2,1,11,2,5,5,2,1,4,2,3.1,1.67,3,1.86,0,91.6,0
2631,1,1,6,6,34,1,2,3,1,1,4,0,3,0,19.023,65,3.33,-0.29,4,0,1,2,1,2,7,1,1.5,3.2,5,3,1,2,2,5,1,5,1,2,2,1,1,1,1,7,1,5,5,6,2,3.25,4,1.3,1,4.33,3.33,0,90.2,0
2632,1,1,3,8,53,5,4,2,1,1,4,1,4,1,28.073,50,2.67,-0.76,3,0,1,3,2,2,10,2,1.75,3,4,2,1,5,5,1,4,4,2,2,1,1,2,2,2,4,3,4,5,1,1,4,2,3.8,1.33,2,2.67,0,90.2,0
2638,1,1,3,8,48,4,4,3,1,1,3,0,4,0,25.614,78,2.58,-0.38,4,0,1,3,2,1,10,2,2.5,4,5,4,2,2,2,1,2,2,2,2,2,2,2,2,1,10,2,5,5,4,2,4,2,2.9,2.33,4.67,1.32,0,90.2,0
2643,1,1,2,8,43,3,2,3,1,1,4,0,4,0,22.896,62,1.92,-0.17,3,0,1,4,1,2,8,2,1,3,5,2,1,2,2,1,3,1,2,2,2,2,2,1,1,8,3,5,5,1,1,4,1.25,4,1.67,4.67,1.94,0,88.9,0
2644,1,1,6,8,42,5,5,2,1,1,5,0,4,0,23.647,71,3.17,0.85,4,0,1,4,2,3,9,1,1.25,3.9,5,2,1,2,2,1,4,2,2,2,1,2,2,2,1,6,3,4,4,2,2,4,1.25,3.8,1.33,4,3.26,0,94.3,0
