"caseId","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US"
3577,5,5,2,1,2,2,2,2,2,2,9,4,5,5,2,1,4,1.25,4,1,4,1.6,0,91.3,0,71,2.42,-0.09,4,0,5,3,2,2,9,1,3,2.7,5,2,1,1,1
3579,10,5,3,2,2,2,2,2,2,1,10,3,5,5,2,1,4,2.75,3.8,1.33,2,3.19,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3582,1,6,1,2,2,2,2,2,1,1,11,2,4,4,2,1,3.75,2,3.8,3,2.67,1.46,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3585,1,4,1,2,2,2,2,2,2,1,5,2,4,4,2,2,4,2,3.4,1.33,4.67,1.67,0,91.3,0,57,1.33,0.45,4,0,1,4,2,1,8,2,2,3.6,3,2,2,1,1
3589,5,2,4,1,1,1,2,2,2,1,9,4,5,5,2,1,4,1.5,3,1.33,2,1.88,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3591,1,3,3,2,2,2,2,2,1,1,4,3,4,4,1,1,3.5,2.25,3.3,3.67,4.67,2.15,0,92.9,0,78,2.8,-0.98,3,0,1,4,1,3,10,2,1,3.2,4,1,1,1,1
3593,2,7,1,1,1,2,2,2,1,2,7,3,4,5,2,1,4,2,2.8,3.33,1.67,1.47,0,94.3,0,62,1.75,0.93,3,0,2,5,1,2,2,1,3.5,3.2,5,3,4,1,1
3599,1,6,2,2,2,2,2,2,1,1,11,4,4,5,2,1,4,1,3.8,2,4.67,2.75,0,91.3,0,78,2.75,-0.94,4,0,1,6,1,1,12,1,1.25,3.7,5,2,1,1,3
3600,1,5,1,2,2,2,2,2,2,1,10,4,5,5,5,2,4,1.25,3.7,2,4,2.33,0,92.7,0,78,2.33,0.07,4,0,1,5,2,3,10,1,1.5,3.8,5,1,2,3,3
3603,1,2,2,2,2,2,2,2,1,1,7,4,5,5,2,1,4,1,3.9,1.33,4.67,1.67,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3605,1,4,2,2,2,2,2,2,2,2,5,3,5,5,2,1,3.25,1.75,3.6,1.33,4.33,1.88,0,90.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3606,5,1,3,2,2,2,1,2,1,1,11,2,5,5,2,2,3.75,1.5,3.2,1.67,3,1.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3608,1,2,5,2,2,2,2,2,2,1,11,1,2,4,1,2,4,1.75,3.4,1.67,3.67,2.17,0,92.5,0,71,2.17,-0.83,4,0,1,2,2,2,9,2,2.25,3.3,4,4,1,3,3
3618,7,2,2,1,1,1,2,2,2,2,5,2,2,5,1,1,2.5,3.5,2.5,2.67,3.67,2,0,91.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3620,1,3,2,2,2,2,2,2,2,1,11,4,5,5,2,2,4,1.25,4,1.33,4.67,1.46,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3621,1,2,3,2,2,2,2,2,2,2,11,4,5,5,1,1,4,1,3.9,1.33,5,2.67,0,92.7,0,66,2.67,-0.46,4,0,1,2,2,2,5,1,1,3.8,5,1,1,1,1
3622,5,2,2,2,2,2,2,2,1,1,8,4,5,5,3,2,4,1.75,3,1.67,4,1.92,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3623,5,2,2,1,1,2,2,2,1,2,5,4,5,4,3,1,3.75,2.25,2.9,2,4.67,0.58,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3625,3,5,2,2,2,2,2,2,1,2,5,4,2,4,1,2,4,2.5,2.5,4,2,1.87,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3626,8,1,4,2,2,2,2,2,2,1,8,4,4,4,1,1,4,1.25,3.5,2,5,1.08,0,92.5,0,78,1.08,-0.75,3.5,0,7,6,2,1,10,2,1,3.8,3,1,1,2,2
3628,1,4,3,2,2,2,1,2,2,2,5,4,5,4,1,1,4,1.25,2.5,2,2,2.5,0,92.5,0,57,2.5,-0.15,4,0,1,4,2,2,10,1,1,3.8,5,2,1,2,3
3631,1,3,1,2,2,2,2,2,1,1,6,1,2,3,2,2,4,1.25,2.8,2.33,4,0.83,1,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3632,1,2,4,1,2,1,2,2,2,1,5,2,5,5,2,1,3.5,2.5,2.1,2,2,0.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3638,5,5,2,2,2,2,2,2,2,1,5,4,3,4,1,3,3.75,2,3.6,2,2.67,1,0,92.5,0,54,1,-0.54,4,0,5,3,2,2,5,1,2.25,3,3,1,2,2,1
3644,3,5,2,1,1,1,2,2,1,1,7,4,2,5,2,1,3,1.5,3.1,1.67,3.33,1.42,0,92.8,0,48,1.42,0.26,3,0,5,5,1,2,4,1,1,2.9,5,6,1,3,3
3646,1,3,3,2,2,2,2,2,1,1,7,2,4,5,2,1,4,1,3.4,2.67,3,1.58,0,92.5,0,62,1.58,-0.34,3,0,1,3,1,2,7,1,1.5,3.6,3,1,2,2,2
3647,1,3,3,2,2,2,2,2,2,1,11,2,4,4,6,2,4,2.25,2.7,1,4,3.58,0,90.2,0,57,3.58,-0.09,4,0,1,3,2,1,13,2,1.25,2.9,4,6,1,2,2
3649,5,1,2,2,2,1,2,2,1,1,8,2,5,3,1,1,4,3,3.9,2,4,3.14,0,92.5,0,55,3.14,0.25,4,0,6,5,1,1,7,1,1.5,3.3,4,2,2,1,2
3650,2,5,1,2,2,1,2,2,1,1,8,4,5,4,1,2,4,1.75,3.7,1.67,4,1,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3651,3,2,2,2,2,2,2,2,2,1,7,4,4,5,4,1,4,1,3.7,1.67,4.67,2.08,0,92.5,0,66,2.08,1.11,4,0,3,2,2,1,7,2,1,3.8,5,3,1,1,3
3654,10,4,3,1,1,2,2,2,1,1,9,3,5,5,2,1,3.75,1,3.8,2.33,3.67,2.08,0,90.2,0,65,2.08,-0.25,3.25,0,5,3,1,1,7,1,2.25,3.4,5,2,1,2,3
3659,1,3,1,2,2,2,2,2,2,1,11,4,4,4,2,2,4,1.25,4,1.67,3.67,0.83,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3662,1,4,3,2,2,1,2,2,2,1,10,4,3,5,5,2,3.5,2,2.5,2,3.33,3,0,92.5,0,78,3,0.08,4,0,1,4,2,1,10,1,2,2.9,5,2,1,1,1
3667,5,5,2,2,2,2,2,2,2,2,11,4,5,5,3,2,4,1,4,1.33,3.67,1.27,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3669,2,6,1,2,2,2,2,2,1,2,3,4,5,5,4,1,3.75,1.5,3.7,1.67,3.33,1.17,0,92.8,0,48,1.17,0.16,4,0,2,6,1,2,3,1,2.25,2.8,4,3,2,2,2
3670,3,3,1,2,1,2,1,2,1,1,6,4,4,4,1,2,4,1.25,3.6,2.33,3,0.83,0,92.5,0,48,0.83,-0.62,4,0,5,2,1,1,6,1,2,2.8,4,1,1,1,1
3673,5,4,3,1,2,2,2,2,1,1,11,4,4,4,3,2,4,1.5,3.7,1.67,4.67,1.67,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3674,1,3,3,2,2,1,2,2,1,1,11,3,2,2,1,3,4,1,4,1.67,1.67,2.08,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3675,5,3,4,2,2,2,2,2,2,2,8,2,3,4,1,3,4,3,2.7,1.67,3,2.67,0,92.5,0,78,2.67,-0.54,3,0,5,2,2,2,10,1,2.5,1.8,2,1,2,2,2
3677,1,3,3,2,2,2,2,2,2,1,11,3,4,5,1,2,4,1.25,3.9,2.33,4,2.67,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3678,1,4,1,2,2,2,2,2,2,1,5,4,5,4,2,1,4,1,4,1.33,5,1.47,0,88.9,0,49,2,0.14,4,0,1,4,2,1,8,2,1,3.5,4,2,1,1,1
3680,1,4,1,2,2,2,2,2,1,1,11,3,3,5,1,1,4,1,4,1.33,1.67,0.83,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3683,1,6,3,2,2,2,2,2,2,2,6,2,4,5,5,2,3,2,3.2,2,4,1.71,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3685,3,4,4,2,2,1,2,2,2,1,9,4,5,5,2,1,3.25,1.5,3.7,3.33,3,2.22,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3687,5,3,3,2,2,2,2,2,1,2,11,4,4,4,2,2,3,1.5,3.1,2.67,3.67,1.94,0,90.2,0,40,1.17,-0.65,4,0,5,3,1,3,14,1,2,2.7,3,1,1,1,1
3689,5,5,3,1,2,1,2,2,1,2,7,2,2,4,2,2,4,2.75,2.8,1.5,4,0,0,88.9,0,53,0,-0.91,3.25,0,1,3,1,2,4,2,1,3.4,2,1,1,2,3
3690,3,3,1,2,1,2,2,2,2,1,2,4,4,5,1,1,4,1.25,2.9,1.67,2,3.33,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3691,1,4,2,2,2,2,2,2,2,1,11,2,5,5,2,1,4,1.75,3.6,1.67,4.67,1.17,0,90.2,0,66,1.17,-0.87,4,0,1,4,2,2,12,2,2.75,3.4,5,1,1,2,2
3693,5,3,2,1,1,2,2,2,1,1,9,4,2,5,1,1,4,1,2.5,3,2,1.28,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3698,1,4,3,1,2,1,2,2,1,1,11,3,4,5,1,4,3.25,2,2.6,1.67,3,0.83,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3700,5,5,4,1,2,2,2,2,2,1,11,4,5,4,3,1,4,1,3.7,2,4,3.58,0,90.2,0,57,3.58,-0.22,4,0,1,5,2,1,13,2,1.5,4,5,2,1,2,2
3701,1,3,2,2,2,2,2,2,1,2,7,4,4,5,2,2,3,1,3.9,1.67,4.67,1.53,0,92.9,0,70,2.5,-0.81,3.5,0,1,3,1,2,7,2,1.25,4,4,2,1,1,1
3702,1,4,2,2,2,2,2,2,1,2,9,1,4,5,1,2,4,1.25,4,1.67,3.33,1.17,0,90.2,0,55,1.17,-0.44,4,0,1,4,1,2,7,2,1,3.3,4,1,2,2,3
3705,5,4,5,2,2,1,2,2,1,1,5,3,4,4,3,1,4,2.25,3.1,2.67,3.67,1.33,1,92.5,0,45,1.33,-0.71,4,0,5,3,1,2,13,1,2.25,3.6,4,2,1,1,6
3707,1,0,4,2,2,2,2,2,1,1,10,3,5,2,1,1,4,1.5,3,1.67,2,1.44,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3708,5,5,2,2,2,2,2,2,1,2,10,4,5,5,5,1,4,1.25,3.8,1.33,4,2.83,0,94.3,0,78,2.83,0.51,4,0,5,6,1,2,10,1,1.25,3.8,5,6,1,2,2
3710,1,6,2,2,2,2,2,2,2,1,5,4,4,4,2,2,3.5,1,4,2.33,5,2.29,0,92.5,0,61,2.5,0.2,4,0,1,7,2,1,5,2,1.5,3.3,5,2,2,2,2
3711,1,5,3,1,1,2,2,2,1,2,7,1,3,2,6,2,4,2,3.1,1.67,4,1.72,0,90.2,0,40,1.75,-0.15,3.5,0,1,4,1,2,14,2,1.75,3.4,3,2,1,4,4
3712,4,3,4,2,2,2,2,1,2,1,9,4,5,5,3,1,4,1.25,4,2,5,2.75,0,92.5,0,71,2.75,0.16,4,0,1,5,2,1,9,2,1,3.1,5,3,1,2,1
3714,1,2,3,2,2,1,2,2,1,1,4,2,2,5,2,1,4,2,3.1,2.33,4.67,0.28,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3715,1,2,4,2,2,2,2,2,1,2,14,2,2,4,1,4,3.25,3.75,1.4,1.67,2,1.08,0,91.6,0,45,2.33,0.01,4,0,7,1,1,1,11,2,1,3.3,2,1,1,2,2
3717,3,2,1,2,2,1,2,2,2,1,5,2,3,2,1,1,4,1,4,2,4.67,1.17,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3718,3,3,1,2,2,2,2,2,1,1,11,4,5,4,2,1,4,1,4,2,5,2.75,0,88.9,0,52,2.75,0.17,4,0,5,6,1,2,11,1,1,2.5,5,1,1,1,1
3720,1,5,1,2,2,2,2,2,1,1,11,4,4,5,2,1,3.5,2,3,2.33,2.33,0.68,0,93,0,43,1,0.65,3,0,1,4,1,3,4,1,1,3.67,3,2,4,2,2
3723,1,2,3,2,2,2,2,2,2,1,10,4,5,5,2,2,4,2.5,3.3,1.33,4,2,0,91.3,0,66,2,-0.5,4,0,1,4,2,1,10,2,2.5,2.2,3,1,2,2,3
3726,1,2,2,2,2,2,2,2,1,2,6,3,2,3,2,1,4,1.75,3.6,2,3.67,2.42,0,88.9,0,51,2.42,0.03,4,0,1,2,1,2,4,2,1,3.3,2,1,1,2,2
3727,1,2,3,2,2,2,2,2,2,1,5,4,4,5,2,2,4,1.5,3,1.67,3,1.17,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3728,1,5,3,2,2,2,2,2,2,1,4,4,4,5,1,2,3.5,2.25,3.5,3,2.33,1.67,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3731,1,3,2,2,2,2,2,2,2,2,10,1,5,5,2,1,4,3,3.4,1.67,4.33,2.42,0,90.2,0,78,2.42,-0.82,4,0,1,3,2,2,10,2,1.25,3.4,5,2,1,1,1
3732,5,2,2,1,2,2,2,2,1,1,6,3,5,5,5,2,3.75,1,4,2.33,4,1,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3734,1,4,2,1,2,1,2,2,2,1,9,4,5,5,2,1,4,3,3.8,1.33,4.67,2.33,0,92.5,0,78,2.33,0.48,4,0,1,4,2,1,10,2,1.5,4,5,2,1,2,2
3736,5,2,3,2,2,2,2,2,1,1,7,4,2,2,1,1,4,2.25,3.7,4,5,1.83,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3738,3,2,2,2,1,2,2,2,1,1,4,3,4,4,1,2,4,1.75,4,1.67,3,3,0,90.2,0,76,3,0.92,4,0,3,2,1,2,12,2,1.25,4,5,1,1,1,3
3739,1,5,4,1,2,1,1,1,2,1,11,1,4,4,2,2,4,1.75,3.6,2.67,1.67,0.92,0,92.5,0,52,1.67,0.13,4,0,1,4,2,1,6,2,2.5,3.2,5,2,1,1,1
3740,1,3,2,2,2,1,2,2,1,1,6,2,4,4,2,1,3,1.75,3.5,1.33,3,1.67,0,88.5,0,61,1.67,-0.23,4,0,1,3,1,2,12,1,2.25,3.44,4,2,1,1,1
3742,7,4,3,2,2,2,2,2,1,2,11,3,4,5,3,1,4,1.75,3.2,2.33,3.33,2.08,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3745,1,3,2,1,1,1,1,1,1,1,11,2,4,5,3,1,4,1.25,4,2,3.33,2,0,88.5,0,61,2,-0.58,4,0,1,3,1,1,10,1,1.25,3.7,5,2,1,1,3
3746,1,2,2,2,1,2,2,2,1,1,4,3,5,2,2,1,4,1.25,3.67,3,3.33,2.33,0,88.5,0,65,2.33,-0.4,4,0,1,2,1,1,7,1,1,3.7,5,1,1,2,2
3749,5,2,2,2,1,2,2,2,2,1,5,4,2,5,2,2,4,1,3.7,2.33,4.33,1.58,1,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3750,5,4,3,2,2,2,2,2,1,1,4,3,4,4,3,1,4,1,3.8,1.67,3.67,0.5,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3753,1,2,4,1,2,2,2,2,1,1,7,3,2,4,3,2,3.75,1.75,3.7,2,4,1.25,0,92.5,0,66,1.25,-0.01,3.75,0,1,2,1,1,7,2,1.5,3.9,4,1,2,3,3
3755,1,3,3,2,2,2,2,2,2,1,6,3,4,5,1,2,4,1.25,4,1.67,3.33,1.5,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3756,5,1,2,1,2,1,2,2,1,2,6,3,5,5,6,1,4,1.5,4,1,4.67,4,0,92.5,0,71,4,0.84,4,0,5,1,1,2,10,1,1.25,4,5,2,1,1,1
3758,5,3,4,2,2,1,1,2,2,1,5,2,2,5,1,1,4,3.5,2.1,3,3.67,1.17,0,92.5,0,78,1.17,-0.59,3.5,0,5,3,2,1,12,1,1.75,2,2,1,3,1,5
3759,1,5,3,2,2,2,2,2,2,1,8,3,5,5,3,1,4,2.75,3.7,2,4,0,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3760,1,3,1,2,2,2,2,2,2,1,8,1,3,5,3,1,3.75,1.5,3.2,2.67,5,2.29,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3762,5,1,3,2,2,2,2,2,1,1,10,4,5,5,6,2,4,3,3.5,1.33,3.67,2.17,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3763,1,4,3,2,2,2,2,2,1,2,10,4,5,5,4,4,4,1,3.9,1.67,4,3.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3765,1,3,3,2,2,1,2,2,1,1,8,3,4,4,3,1,4,1,3.8,2,4.67,1.58,0,90.2,0,72,1.58,0.19,4,0,1,3,1,2,6,2,1,3.8,5,1,1,2,2
3770,1,2,2,2,2,2,2,2,1,1,4,4,4,4,2,1,3,1.5,2.9,1.33,3.67,2.38,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3771,3,4,3,2,2,2,1,2,2,1,2,3,2,5,1,2,4,3.75,3.1,3.33,1.33,1.67,0,91.3,0,53,0.67,-0.38,3.5,0,3,3,2,1,2,2,2.25,3,2,1,1,1,1
3772,3,5,3,2,2,2,2,2,1,2,7,4,4,5,4,1,4,1.25,3.8,1.33,3.67,2.75,0,88.5,0,66,2.75,-0.53,4,0,1,6,1,2,7,2,1.5,3.5,4,3,1,1,9
3774,5,2,2,1,1,2,2,2,2,1,11,3,4,4,1,3,4,2.25,4,1,3.67,2.46,0,88.5,0,57,1.33,-0.51,4,0,6,3,2,1,13,2,2.75,3.7,4,1,3,2,2
3775,1,4,1,2,2,1,1,2,1,2,4,3,3,3,2,1,4,1.25,4,1.33,4.67,1.5,0,88.5,0,51,1.83,-0.75,4,0,1,3,1,2,4,2,1.75,3.3,3,1,1,2,2
3776,5,2,3,2,2,2,2,2,2,2,9,4,5,5,2,1,4,2.25,4,1,4,2.22,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3786,1,3,2,2,2,2,2,2,1,1,6,4,4,5,3,1,4,1,3.8,2,4.67,2,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3787,3,3,3,2,2,1,2,2,1,1,11,4,4,5,1,2,4,1.5,3.6,1.33,3.67,2.86,0,91.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3788,1,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,4,1,4,2.33,5,2.15,0,92.5,0,53,3.17,-1.4,4,0,1,2,2,2,4,1,1,4,4,2,2,1,1
3792,1,6,3,2,2,1,2,2,1,2,7,4,5,4,2,1,4,1.75,4,1.33,2.67,3.08,0,92.5,0,65,3.08,-1.01,4,0,1,6,1,2,7,1,2,3.1,5,1,1,1,1
3796,10,2,3,2,2,2,2,2,1,1,6,3,3,5,1,1,4,2.75,2.6,2,5,2.36,0,91.3,0,71,4,-0.57,4,0,5,2,1,2,9,1,1.5,3.5,5,2,1,5,5
3798,1,5,2,2,2,2,2,2,2,2,5,4,5,5,2,1,3.75,1.5,3.8,1.67,4.33,0.58,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,10,2,3,2,2,1,2,2,2,2,5,1,5,5,3,1,4,1.25,3.8,1.67,2.33,2.83,0,92.8,0,78,2.83,0.05,4,0,4,2,2,2,10,1,1.25,3.7,5,2,1,2,2
3800,1,5,1,2,2,1,2,2,1,2,9,3,3,5,1,3,3.5,1.5,3.6,3,2.33,0.83,0,88.9,0,48,1.58,0.21,3.5,0,1,4,1,2,7,1,1,3.7,2,1,1,2,2
3802,1,3,2,2,2,2,1,2,1,1,10,4,5,5,2,1,4,1.5,3.9,2.67,4.33,1.5,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3804,3,4,2,1,1,2,2,2,2,1,6,3,4,5,1,2,4,1,2.8,2,4,1.92,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,1,3,4,2,2,1,2,1,2,1,10,4,5,5,2,1,4,1.5,3.4,1.33,1.67,2.17,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3811,1,2,2,2,2,2,2,2,2,2,5,4,5,5,2,1,4,1.5,4,1.33,4,1.42,0,90.2,0,78,1.42,0.19,4,0,1,5,2,2,10,1,1,4,5,2,1,2,2
3815,3,3,3,2,2,2,2,2,1,2,5,4,2,4,1,3,4,3,3.3,1,3.67,1.39,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3817,5,2,4,1,2,1,2,2,2,1,6,3,4,4,3,2,4,1.75,3.4,2.33,2.67,2.83,0,88.5,0,71,2.83,-1,3.5,0,5,3,2,2,9,2,2.25,3.4,5,2,1,1,1
3822,1,2,4,2,2,1,2,2,1,2,11,3,4,5,3,2,3.75,1.5,3.6,3,3.33,1.9,0,91.3,0,78,1.9,-0.2,3.5,0,1,3,1,3,12,1,1.5,3.7,4,1,1,2,2
3823,1,3,2,2,2,1,2,2,2,2,9,4,4,5,3,1,4,1.25,3.7,3,3,0.55,0,92.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3824,5,2,4,2,2,2,2,2,1,2,8,4,5,5,1,1,3.5,1.75,4,2.33,5,2.58,0,90.2,0,71,2.58,-0.83,4,0,1,5,1,2,9,2,1.25,3.7,5,2,1,2,2
3829,3,4,2,2,2,2,2,2,2,1,8,4,4,5,1,2,4,1.5,3.7,1.67,2.67,1.14,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831,3,4,1,2,2,2,2,2,2,2,6,4,5,5,3,3,4,4,3,1.67,4,1.83,0,92.5,0,71,1.83,-0.52,4,0,3,3,2,2,9,1,1.75,3.2,4,3,2,1,2
3832,1,2,1,2,2,2,2,2,1,2,4,2,3,4,2,1,3.5,1.75,2.6,2.67,2,1.98,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3835,3,4,4,2,2,2,2,2,2,1,10,3,5,5,5,1,3.5,1.5,3.6,1.67,4.33,2.82,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3837,6,2,2,2,2,2,2,2,2,1,8,3,4,5,1,1,3.75,1.25,3.8,2,4.67,2.83,0,92.5,0,62,2.83,0.25,4,0,5,3,2,1,6,2,1.5,4,5,1,1,2,2
3841,1,2,3,2,2,2,2,2,2,1,6,2,5,5,5,1,4,1,4,1,4,2.56,0,91.6,0,65,2.33,-0.43,4,0,1,2,2,1,12,2,1.75,3.4,5,2,1,2,2
3844,5,2,3,2,1,2,2,2,1,2,6,1,4,5,3,1,3.25,2.25,2.4,1.33,3.33,1.81,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3845,3,3,3,2,1,2,1,2,1,1,11,2,4,5,5,4,4,2.5,2.8,1.33,2.33,2.1,0,94.3,0,78,2.1,1.01,3.75,0,3,3,1,1,12,1,1,3.1,5,2,1,5,1
3846,5,0,2,1,1,1,2,2,1,1,6,1,5,5,2,4,4,1,4,2,4,2.29,0,92.5,0,60,2.29,0.26,4,0,5,1,1,1,6,2,1.25,3.7,5,3,1,3,3
3848,1,3,3,2,2,2,2,2,1,2,6,3,5,5,4,1,4,1.25,3.6,2,4,2.36,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
