"caseId","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US"
208,5,3,2,2,2,2,2,1,2,1,8,4,5,5,2,1,4,2.25,3.2,1,1.67,3.19,0,90.2,0,78,3.67,-0.07,4,0,1,4,2,1,10,2,2.5,2.2,5,2,1,9,9
209,1,3,3,2,2,1,2,2,1,1,10,3,5,5,6,1,4,1.75,3.6,1,5,4.38,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1,3,2,2,2,2,2,2,1,1,6,3,5,5,3,1,4,1.25,3.7,1,4,4.2,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,1,2,3,2,2,2,2,2,2,2,5,2,4,4,4,1,3.75,2.75,2.8,2,4.67,3,0,93.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,4,3,2,2,2,2,2,2,1,11,4,5,5,5,1,4,1.75,4,1.67,3.67,3.75,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1,3,2,1,2,2,2,2,2,1,10,2,5,4,4,1,4,1.25,3.8,1.33,4.33,2.43,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1,3,2,2,2,2,2,2,1,2,3,2,4,4,1,1,3.75,2.25,2.8,3,3.67,2,0,90.2,0,62,2,-0.41,3.5,0,1,5,1,2,8,2,1.75,3,4,2,2,3,3
219,5,1,4,2,2,2,2,2,2,1,8,2,4,5,3,1,3.5,2,3.2,1.33,1.67,2.63,0,91.3,0,62,2.67,0.42,3.5,0,2,1,2,1,8,2,3.25,3.2,5,3,1,2,2
220,1,4,3,2,2,2,2,2,1,1,10,2,3,5,1,1,4,2,3.7,2.33,4.33,2.08,0,88.9,0,78,2.58,-0.65,4,0,1,5,1,3,10,2,1,4,4,1,1,1,1
221,5,4,1,2,2,2,2,1,1,1,8,4,5,5,4,1,4,1.5,3.7,1,3.67,4.13,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1,4,1,2,2,2,2,2,2,2,11,4,4,4,2,2,4,2.5,3.8,1.67,4.67,2.43,0,88.9,0,65,2.58,-0.72,4,0,1,2,2,1,12,2,1,3.67,5,2,1,1,1
223,5,3,3,2,2,2,2,2,2,1,5,3,5,5,1,1,3.75,1.75,3.9,3,4,2.5,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1,3,3,2,2,2,2,2,2,1,5,3,5,5,1,1,4,1,3.1,1.67,3,2.78,0,91.3,0,71,2.25,0.07,4,0,1,3,2,1,9,2,2.25,3.3,5,1,2,2,2
229,1,5,3,2,2,2,2,2,1,2,8,3,4,4,3,1,3.5,2.5,3.6,2.67,2.67,2.67,0,92.6,0,60,2.75,-1.24,3.25,0,1,5,1,2,6,1,1,3.7,4,3,1,2,2
231,1,3,2,2,2,2,2,2,2,1,10,2,4,5,1,1,4,2.5,3.1,1.67,4,2.34,0,88.5,0,78,1.33,-0.13,4,0,1,3,2,1,10,2,3,2.3,5,1,1,2,2
232,3,4,2,2,2,2,2,2,2,1,14,4,4,5,6,1,4,1.5,3.9,2,2.33,3.75,0,95.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1,5,2,2,2,2,2,2,2,1,10,2,5,5,6,1,4,1.75,3.6,1.33,1.67,3.61,0,88.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1,4,1,2,2,2,2,2,1,2,7,3,5,4,3,1,3,3,3.8,3.33,4.67,3.79,0,92.1,0,70,3,-1.12,3.25,0,1,4,1,3,7,2,1,3.1,4,2,1,1,1
238,5,4,2,2,2,1,2,2,2,1,11,4,3,5,4,1,4,1.5,3.3,3,3.67,2.24,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1,2,4,2,2,2,2,2,2,1,14,4,5,5,4,1,4,1,4,1.33,5,3.1,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,3,3,3,2,2,2,2,2,2,2,5,2,3,5,5,1,4,2.75,3.2,3,4,1.83,0,93.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1,3,3,2,2,1,2,2,2,1,8,3,5,5,5,1,4,1.75,4,1,3.67,3.6,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1,4,4,2,2,1,2,2,2,1,10,4,4,5,5,2,4,2,3.1,1,4.67,3.63,0,94.8,0,54,3.9,0.71,3.75,0,1,3,2,1,5,1,2.5,2.4,4,4,1,9,3
247,1,4,3,2,2,1,2,2,2,1,9,4,5,5,2,1,4,1.75,3.9,1.33,2.67,2.99,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,5,2,2,2,2,2,2,2,1,1,9,3,5,5,2,1,4,1,4,1.33,3.67,2.36,0,91.3,0,71,1.67,-0.37,4,0,5,5,1,1,9,2,1.25,3.2,4,2,1,9,9
251,3,2,4,1,1,1,2,2,1,1,6,3,3,5,1,2,4,1.25,3,1.67,3.33,1.55,0,88.9,0,60,2.58,-0.07,4,0,3,0,1,1,12,1,1.75,2.7,5,2,1,2,2
255,5,4,4,2,2,2,1,2,2,1,8,2,4,5,4,1,3.25,2.5,2.7,1.33,2.33,1.92,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1,3,1,2,2,2,2,2,2,1,5,3,5,5,1,2,3.25,1.25,3.8,1.67,3.33,2.08,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,1,2,4,2,2,2,1,2,1,1,7,4,4,5,2,1,4,2,3.3,1.67,4.67,4.17,0,96,0,72,4,1.04,4,0,1,3,1,1,12,1,1.5,3.2,5,6,1,9,9
259,5,3,3,2,1,2,2,2,1,1,5,3,4,5,4,1,4,2.25,3.1,2,3.33,1.8,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,3,3,1,2,2,2,2,2,1,1,10,4,5,4,3,1,4,1.25,3.1,1,4.33,2.27,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,1,6,2,2,2,2,2,2,1,2,10,3,4,5,3,1,3.75,1,3.5,2.33,4,2.23,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,5,4,1,1,1,1,1,2,2,2,10,4,4,5,3,1,3.25,1.75,3.6,1.33,5,2.07,0,92.1,0,78,2.6,-0.95,3.5,0,1,7,2,4,10,1,1.75,3.3,5,3,1,1,3
263,1,5,2,2,2,2,2,2,1,2,7,4,3,5,2,2,4,3,3.1,1.67,4.33,3.6,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1,6,2,2,2,1,2,2,2,1,3,4,3,5,2,1,4,1.5,2.8,2.33,3.33,2.64,0,93.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,3,3,4,2,2,1,2,2,1,1,3,3,4,5,2,2,4,2.5,2.5,1.67,4.67,0.67,0,94.3,0,52,0.67,0.28,4,0,3,3,1,1,3,1,1.5,2.8,4,1,1,1,1
269,10,2,2,1,1,2,2,2,2,1,10,4,5,5,6,2,4,1,3.6,2.33,4.33,2.15,0,92.5,0,78,2.17,0.42,4,0,5,4,2,1,12,1,1.75,3.4,4,3,1,8,9
270,3,5,2,2,2,2,1,2,2,1,6,3,5,5,1,1,4,2,3.4,1.67,2.67,1.72,0,92.5,0,64,2.17,-0.25,4,0,3,4,2,1,8,2,1.5,3.1,5,2,1,2,2
271,1,3,1,2,2,2,2,2,2,2,6,4,2,4,1,2,4,1.75,3.5,1.33,5,2.08,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,3,4,2,2,1,1,2,2,1,1,7,4,4,3,1,2,3.75,2.75,3.8,1.67,2.33,3.33,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,5,3,2,2,2,2,2,2,2,2,11,3,4,4,5,1,3.25,1,3.8,2,3.67,1.55,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1,3,2,2,2,2,1,2,2,2,8,4,4,5,2,1,4,1.75,3.9,1.33,5,1.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1,4,1,2,2,2,2,2,1,1,6,4,5,5,6,1,3.75,1,3.9,2.67,5,1.86,0,91.3,0,48,1.92,0.97,4,0,1,4,1,2,10,2,1.75,3.6,5,5,1,2,2
279,5,3,4,2,2,2,2,2,2,1,5,4,5,5,1,1,4,1,3.9,1.33,4,2.4,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1,4,3,2,2,2,2,2,1,2,11,4,5,5,2,2,4,1,4,2,4.33,1.22,0,90.2,0,40,1.75,-1.04,3.75,0,1,4,1,2,10,1,1.25,3.9,5,6,1,2,2
285,1,2,3,2,2,2,2,2,1,1,7,4,4,5,3,1,3.25,1,3.5,1.33,3.33,2.92,0,96,0,55,2.5,0.45,2.75,0,1,3,1,1,7,1,1,3.5,4,2,1,1,1
286,3,2,2,1,1,2,2,2,1,1,10,2,4,5,1,1,4,1.5,2.9,1.33,3.67,1.75,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,1,5,4,2,2,2,2,2,1,1,7,4,4,5,1,3,4,3.25,2.4,2.33,3,1,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1,4,1,2,2,2,2,2,1,2,7,3,5,5,2,1,3.5,1.5,3.4,2,5,2.87,0,92.1,0,72,3.27,-0.58,3.5,0,1,3,1,3,13,1,3,3,5,6,1,1,1
290,1,6,3,2,2,1,2,2,2,1,4,3,4,5,2,2,3.75,2.25,3.4,1.67,2.33,1.94,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,5,1,3,2,2,2,1,2,2,1,3,1,4,5,2,1,4,1.25,3.5,2,3.67,1.8,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,5,3,3,1,2,2,2,2,2,2,5,1,5,5,2,1,4,2,3.3,1.33,2,2.76,0,88.5,0,61,2.5,-0.11,3.25,0,1,3,2,3,10,1,2.5,3,2,1,2,1,1
293,3,2,1,2,2,2,2,2,1,1,10,3,3,3,2,1,4,1,4,1.67,4.67,2.4,0,91.3,0,48,0.25,-0.61,3.5,0,3,3,1,2,13,2,1,3.6,3,3,1,2,1
294,1,4,2,2,2,1,1,2,2,2,6,3,4,5,3,1,4,1.5,4,2.67,4.67,3.19,0,88.5,0,53,3.17,-0.61,4,0,1,4,2,3,2,2,1,4,4,2,1,2,2
296,6,1,4,1,2,2,2,2,1,1,14,3,4,4,5,1,3.75,1.75,4,1.67,4.67,4.1,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1,4,1,2,2,2,2,2,2,2,11,4,3,4,2,1,3.5,1.5,3.8,1,5,2.44,0,92.5,0,45,2,-0.56,3.25,0,3,4,2,2,13,1,3,2.9,4,1,1,1,1
300,5,2,4,2,2,2,1,2,2,2,10,4,5,5,3,1,3.5,1,3.7,1,4.33,1.88,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1,4,2,2,2,1,2,2,2,1,9,2,5,4,6,1,4,1.5,3.7,1.33,4.67,2.92,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,1,4,2,2,2,2,2,2,1,1,11,3,4,5,2,1,4,1,3.8,1.67,4.67,3.06,0,92.5,0,45,3.17,-0.11,4,0,1,4,1,2,13,1,1,4,4,1,1,2,2
305,5,5,1,2,2,2,2,2,1,2,4,4,4,2,1,1,4,1,4,1.67,2.33,0.92,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,3,3,2,2,2,2,2,2,1,2,6,4,4,4,1,1,3.5,1,3.6,3,4.67,1.75,0,92.5,0,48,1.75,0.25,2.5,0,3,3,1,3,8,2,1,2.3,4,2,2,1,1
307,1,4,3,2,2,1,2,2,1,1,3,2,2,5,1,1,4,2,2.8,2.33,4.33,2.86,0,96,0,60,1.9,0.19,4,0,1,5,1,1,3,1,1.25,3.6,5,3,1,1,3
308,1,5,2,2,2,1,2,2,1,2,5,3,5,4,2,1,3,2,3.6,1.67,4,3.21,0,92.1,0,66,3,0.3,3,0,1,5,1,4,12,2,1.25,2.9,5,2,1,3,3
310,1,4,2,2,2,2,2,2,1,1,7,4,4,4,2,1,4,1.25,4,1.67,4,2,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,5,2,3,2,1,2,2,2,2,1,8,4,3,5,1,2,4,2,3.1,1.67,3.33,1.92,0,92.5,0,78,1.92,-0.58,4,0,5,4,2,1,10,2,1.75,2.3,5,5,1,2,2
313,1,4,2,2,2,2,2,2,2,1,10,3,5,5,3,1,4,1.5,3,1.33,3.67,2.43,0,92.8,0,78,2.25,1.35,4,0,1,4,2,1,10,2,2,3.4,5,2,1,1,1
315,1,7,2,2,2,2,2,2,1,1,10,3,4,5,3,1,4,1.5,3.3,1.67,2,3,0,96,0,78,3.73,-0.75,4,0,1,10,1,2,10,1,1.25,3.8,5,3,2,2,2
317,1,5,1,2,2,2,2,2,1,2,10,2,4,5,1,2,3.75,2.5,3.8,1.67,1,2.58,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,1,2,2,2,2,1,2,2,2,1,5,4,5,5,5,1,4,1.25,3.9,1,3.67,3.8,0,95.5,0,42,3.9,-1.1,4,0,1,7,2,4,5,1,2,3.7,5,6,1,4,4
321,1,4,4,2,2,2,2,2,2,2,11,3,5,5,1,2,4,2.25,3.7,1.67,3,2.83,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,1,3,3,2,1,2,2,2,1,1,10,4,3,4,1,2,4,1,3.7,2.33,4.33,0.45,1,92.5,0,78,1.17,-0.31,4,0,1,2,1,1,10,1,1,3.8,4,1,3,1,1
323,5,2,3,2,2,1,2,2,2,1,11,4,5,5,3,1,4,1,4,2,4.33,2.33,0,92.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,8,4,1,2,2,2,2,2,2,2,5,3,4,5,2,2,4,2,4,1,4,3,0,88.9,0,78,3,-0.03,4,0,1,3,2,2,10,2,2,2.7,5,3,1,2,2
325,1,4,2,2,2,1,2,2,2,2,8,2,4,5,1,1,4,1.5,4,2,2.67,2.57,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,7,2,2,2,2,2,2,2,1,5,3,4,5,2,3,3,2,2.8,2,3.67,1.81,0,92.9,0,78,2.17,-0.21,3,0,1,7,2,3,10,2,1.75,3,4,1,2,6,6
328,1,3,2,2,2,2,2,2,2,1,10,4,5,5,1,1,4,1.5,4,1.33,3,3.13,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,4,1,3,2,2,1,2,2,2,1,6,3,4,5,2,2,4,1.5,4,2,3,2.19,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,1,8,1,2,2,2,2,2,2,1,5,4,4,5,2,1,4,1,3.9,1.33,4.33,1.92,1,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,1,3,2,2,2,2,2,2,1,1,7,4,5,5,2,2,4,1.75,4,1.67,1.67,2.83,0,94.3,0,55,2.83,1.11,4,0,1,4,1,1,7,1,1.5,3.3,4,2,1,1,1
343,1,3,2,1,2,2,2,2,2,1,10,4,5,5,6,2,4,2,2.8,1,3,3.96,0,91.6,0,78,3.83,1.24,4,0,1,3,2,1,12,1,1.25,2.8,5,3,1,1,1
344,1,8,1,2,2,2,2,2,2,2,4,4,5,5,3,1,4,1,4,1.67,4,3.19,0,92.5,0,62,3.17,0.55,4,0,1,9,2,3,8,2,1,4,5,3,1,2,2
346,1,2,2,2,2,1,2,2,2,2,11,3,5,5,2,1,4,1.75,3.8,1.67,4.67,3.5,0,90.2,0,61,3.5,0.06,4,0,1,2,2,2,10,2,1.5,3.8,5,3,1,3,3
347,3,4,3,1,1,2,2,2,1,1,7,4,4,4,2,1,3.5,1.75,2.9,1,2.67,2.13,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,1,4,2,2,2,1,2,2,2,1,5,2,5,5,3,1,4,1.5,3.9,1,2.67,0.17,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,5,2,2,2,1,1,1,2,1,1,9,2,4,2,1,2,3.75,1.75,3.7,1.67,2,1.2,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,5,3,2,1,2,2,2,2,1,2,7,3,4,5,3,1,3,1,3,2.67,4.67,2.5,0,93.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,3,4,4,2,1,1,2,1,2,2,11,2,3,4,1,3,3.5,2.25,3.1,2.33,2,2.5,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,1,5,3,2,2,2,2,2,2,1,8,3,3,5,2,1,3.5,1,3.5,1.33,5,1.63,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,3,3,2,2,2,2,1,2,1,1,6,4,4,5,4,1,4,1.5,3.5,1,3.33,1.73,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,1,4,2,2,2,2,2,2,1,1,5,2,4,5,2,1,4,1.5,3.3,2,4.67,2.01,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,1,5,1,2,2,2,2,2,1,2,6,4,5,5,1,1,4,1.75,4,2.67,2,1.36,0,92.5,0,78,1.33,-0.4,3.5,0,1,4,1,2,10,1,1,3.8,5,2,1,7,1
358,4,1,3,2,1,2,2,2,1,2,6,4,4,4,1,2,4,1,4,2.67,3.67,1.67,0,90.2,0,56,1.75,-0.13,4,0,7,2,1,2,14,2,1.25,3.5,4,2,1,2,2
361,1,6,2,2,2,2,2,2,2,1,10,4,5,5,1,2,3.25,2.25,2.5,1.33,1,2.99,0,91.3,0,66,3.17,-0.4,3.5,0,1,4,2,3,5,2,2,1.3,5,1,1,2,2
363,1,5,2,2,2,1,2,2,2,1,11,2,5,5,2,2,4,1.5,3.9,1.67,3,1.39,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,1,6,1,2,1,2,2,2,2,2,10,2,4,5,2,1,4,2,3,2.33,3.33,3.25,0,92.5,0,71,3.25,0.3,4,0,1,5,2,2,9,1,2.25,2.3,5,4,1,1,1
366,10,2,2,2,2,2,2,2,1,1,8,3,4,4,1,3,4,2,3.1,2,3.67,2.6,0,90.2,0,78,2.5,0.16,4,0,5,6,1,1,10,1,2,3.4,5,2,2,2,1
368,6,2,3,2,2,1,2,2,2,1,8,4,5,4,1,1,4,1.75,3.4,1,2,1.35,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1,0,3,2,2,2,2,2,2,2,6,3,4,5,3,2,4,2,3.5,1.67,5,3.33,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,1,3,3,2,2,1,2,2,1,2,7,4,5,5,3,1,2.75,1.5,3.22,1.67,3.67,1.67,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,1,7,4,2,2,1,2,2,2,2,5,2,3,5,1,2,4,2.75,3.7,1.67,3,2.75,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,2,6,2,2,2,2,2,2,1,2,4,3,2,1,1,2,2.75,1.5,2.6,1.33,3,0.7,0,93.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,1,7,3,2,2,2,2,2,1,2,6,4,3,2,2,1,3,1,3.7,1,3,1.17,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,5,3,3,1,2,2,2,2,1,1,10,4,5,5,3,1,4,1.25,4,1.67,3.33,1.67,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,1,5,2,2,1,2,2,2,2,1,5,4,4,5,2,1,3.5,1.75,3.3,1.33,2.33,0.21,0,91.3,0,54,2.33,-1.01,3.75,0,1,6,2,1,5,1,1.5,3.4,2,4,1,2,1
384,3,5,4,2,2,1,2,2,2,1,10,2,5,4,3,1,4,2.25,2.6,2.67,2.33,2.33,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,1,7,2,2,2,2,2,2,2,2,10,1,5,5,5,1,4,1.5,3.7,2.33,3,2.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,1,3,4,2,1,2,2,2,2,1,5,3,4,5,4,1,4,1.25,3.4,2.67,3.67,3.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,1,5,2,2,2,2,1,2,2,2,6,1,3,5,3,1,4,1.75,3.2,1.67,2,1.9,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,5,4,3,2,2,2,2,2,2,1,8,3,5,5,2,1,4,2.5,3.6,1.67,1.67,3.83,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,1,3,3,2,2,2,2,2,1,1,6,4,4,5,1,1,4,1.25,3.1,1.67,4,2.83,0,94.3,0,60,2.83,1.61,4,0,1,3,1,1,6,1,1.75,3.2,5,2,1,1,1
397,1,4,4,2,2,1,2,2,2,1,5,4,3,5,3,1,4,3,2.4,2,2.67,2.08,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,1,4,1,2,2,2,2,2,2,1,5,4,5,5,2,1,4,3.25,2.89,2,2.67,1.67,0,90.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,7,4,2,2,1,2,2,2,1,1,9,4,4,5,2,1,4,1.5,3,1.33,4.33,2.4,0,96,0,78,3,0.44,4,0,7,7,1,2,10,1,1.75,2.9,5,3,1,1,1
402,4,1,2,1,2,2,2,2,1,1,7,2,5,5,4,4,3.5,3,3.3,2,3,2.92,0,92.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,3,5,1,1,1,1,2,2,1,1,6,3,5,5,1,1,4,2,3.4,2.67,3,2.34,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,1,4,3,2,2,2,2,2,2,1,11,4,2,3,3,1,3,1.25,2.5,2,3,1.56,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1,3,2,2,2,2,2,2,2,1,9,4,4,4,5,2,4,1,3.7,1,4.33,2.43,0,88.5,0,60,2,-0.66,4,0,1,5,2,1,4,2,1.25,3.1,4,2,2,1,5
411,5,3,3,2,2,1,2,2,1,2,7,3,4,5,3,2,3.25,2,2.9,2,3.67,1.83,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,5,1,3,2,2,2,2,2,2,1,10,1,5,5,3,1,4,1.5,3.9,1.33,4,2.5,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,1,6,4,2,2,1,2,2,2,1,11,2,5,5,1,1,4,2.75,3.7,2.33,3,2.5,1,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,5,2,2,2,2,2,2,2,1,9,4,4,5,5,1,4,2,3,1.67,5,2.33,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
