"caseId","Residence Own house/aprt","Disabled or Ill","Highest education completed","Present work situation","Current job prestige scores","Current occupation satisfaction","Present income satisfaction","Respodent identity importance","Respodent detention/jail/prison","Country feels like home","Respondent health","Has Children","Average English Skill","MariageStatus","successIndex"
792,0,1,2,8,52,4,3,1,1,1,3,0,3.75,1,27.0225
793,0,1,3,8,20,5,5,2,1,1,4,1,4,1,12.973
795,0,1,2,8,44,5,5,3,1,1,5,0,4,1,23.828
797,0,1,4,8,21,3,4,3,1,1,4,1,4,0,13.376
798,0,1,2,8,38,4,2,3,0,1,3,1,3,0,19.999
799,0,1,3,8,27,4,3,3,1,1,5,0,4,1,15.963
800,0,1,3,8,20,3,3,2,1,1,3,1,4,1,12.594
801,0,1,2,8,38,5,5,3,1,1,5,1,4,1,21.121
802,0,1,3,8,34,4,2,2,1,1,3,1,4,0,18.969
804,1,1,2,8,20,3,2,3,1,1,5,0,3.5,0,12.275
805,1,1,7,8,42,5,3,3,1,1,5,1,4,0,23.765
806,0,0,7,8,51,2,3,2,1,1,4,0,4,0,27.437
807,1,1,7,7,60,5,3,3,1,1,4,0,4,0,31.861
808,0,1,2,8,39,3,4,2,1,1,5,0,4,1,21.228
809,0,1,3,8,34,3,3,3,1,1,5,1,4,1,19.139
810,0,1,5,7,48,3,3,3,1,1,5,0,4,1,25.83
813,0,1,6,8,42,3,2,3,1,1,3,0,3.25,1,23.0515
814,0,1,3,8,26,3,4,2,1,1,4,0,4,1,15.424
817,0,1,3,8,40,5,5,3,1,1,4,1,4,1,22.202
818,0,1,4,7,50,5,3,1,1,1,4,1,4,0,26.585
820,0,1,5,7,49,3,2,2,1,1,4,0,4,0,26.07
821,0,1,5,2,42,3,1,2,1,1,5,0,4,0,22.384
822,0,1,3,8,45,4,3,2,1,1,4,1,3,0,23.943
823,0,1,7,7,58,2,2,3,1,1,5,0,4,1,30.644
824,0,1,2,8,18,4,3,2,1,1,5,1,4,1,11.632
825,0,1,1,8,50,5,3,3,1,1,4,1,1,1,25.626
826,0,1,2,8,44,3,2,2,1,1,3,0,3.5,0,23.131
828,0,0,5,8,42,4,3,2,1,1,3,1,4,1,23.137
829,1,1,3,8,44,4,4,3,1,1,2,0,4,0,23.743
830,1,1,1,8,31,1,3,2,1,1,5,1,4,0,17.143
832,0,1,3,8,29,3,4,2,1,1,3,1,4,1,16.813
834,0,1,3,7,42,1,1,2,1,1,4,0,3.25,0,22.0565
835,1,1,2,8,34,5,5,3,1,1,4,0,4,0,19.197
837,0,1,1,8,31,4,2,3,1,1,3,1,3,1,17.094
838,0,1,2,8,22,4,3,2,0,1,5,1,4,1,13.009
839,0,1,2,8,34,5,4,3,0,1,5,0,3.75,1,18.6415
841,0,1,1,8,28,4,3,3,1,1,3,0,4,1,15.956
842,1,0,2,8,33,4,4,3,0,1,4,0,3.75,0,18.0225
843,0,1,5,8,34,5,5,3,1,1,5,1,4,0,19.832
844,0,1,6,8,55,4,4,2,1,1,5,1,4,1,29.495
846,1,1,4,7,49,1,3,3,1,1,3,0,4,0,25.847
848,0,1,4,8,43,5,4,2,1,1,4,0,4,0,23.546
849,0,1,5,7,20,3,2,2,1,1,4,1,4,1,12.853
850,0,1,6,8,42,4,4,3,0,1,4,0,4,0,22.989
852,0,1,1,8,39,4,4,3,1,1,5,1,4,0,21.163
853,0,1,5,8,42,4,2,3,1,1,5,0,4,0,23.109
854,0,1,1,8,22,3,1,3,1,1,4,1,4,1,13.024
855,0,1,2,8,34,5,4,3,1,1,4,1,4,1,19.162
857,0,1,2,7,42,5,4,3,1,1,5,1,4,0,22.738
859,0,1,6,8,46,5,4,3,1,1,4,1,4,1,25.462
860,0,0,6,8,34,4,2,3,1,1,4,0,3.5,0,19.466
861,1,0,3,8,31,4,3,3,1,1,4,1,3.75,1,17.7675
862,0,1,6,8,49,3,1,3,1,1,4,0,3.75,0,26.2635
863,0,1,3,8,23,4,3,2,1,1,4,0,4,0,13.996
865,1,1,3,8,21,2,2,2,1,1,5,0,4,0,12.898
866,0,1,4,8,34,5,5,1,1,1,3,1,4,1,19.513
868,0,1,2,8,36,3,2,1,1,1,5,1,3.5,1,19.574
869,0,1,6,8,62,4,3,2,1,1,4,0,4,0,32.491
870,0,1,5,8,62,5,5,3,1,1,5,0,4,1,32.684
871,0,1,4,7,42,4,3,3,1,1,5,0,4,0,22.915
873,0,1,2,8,30,5,4,3,1,1,4,0,3.75,1,17.2295
874,0,1,3,8,29,4,3,1,1,1,5,0,3,0,16.538
875,0,1,2,8,26,3,2,3,1,1,3,1,2.5,1,14.814
877,0,1,3,8,34,2,3,3,0,1,3,1,4,1,18.526
878,1,1,5,8,27,5,2,3,1,1,2,0,4,1,16.291
879,0,1,6,8,53,4,4,2,1,1,4,0,4,1,28.495
880,1,1,6,7,69,4,4,3,1,1,4,0,3.75,1,35.7955
881,0,1,4,8,34,3,4,3,1,1,4,0,4,0,19.296
882,0,1,2,7,34,5,4,2,1,1,5,1,4,1,19.064
883,0,1,2,8,29,4,1,2,1,1,2,1,4,1,16.4
885,1,1,5,8,55,4,4,3,1,1,4,1,4,1,29.352
886,0,1,3,8,34,4,4,2,1,1,4,1,4,1,19.227
888,0,1,1,8,42,5,3,3,1,1,4,0,4,0,22.454
889,0,1,6,8,30,3,3,3,1,1,4,0,3,0,17.57
890,0,1,3,8,58,4,4,1,1,1,4,0,4,1,30.147
891,0,1,2,8,49,5,4,3,1,1,5,1,4,0,26.035
892,0,1,3,8,42,2,2,3,1,1,5,0,4,1,22.592
893,0,1,3,8,42,4,3,2,1,1,4,0,4,1,22.764
895,1,1,5,8,42,3,3,3,1,1,5,0,4,1,23.201
896,1,1,3,8,43,4,4,2,1,1,5,1,4,1,23.434
897,0,1,2,8,42,5,4,3,1,1,4,0,4,0,22.74
898,0,1,1,8,37,4,2,3,1,1,3,1,3.75,1,19.9965
900,0,1,3,8,33,3,3,2,1,1,5,0,4,1,18.584
901,0,1,7,8,29,3,2,3,1,1,3,0,4,1,17.431
903,0,1,3,8,34,4,3,3,1,1,5,0,4,1,19.176
904,0,1,3,8,51,3,2,2,1,1,4,0,4,0,26.676
905,0,1,4,8,39,5,2,1,1,1,4,0,4,0,21.485
906,0,1,3,8,59,5,5,3,1,1,5,0,4,1,30.911
907,0,1,3,8,42,3,2,3,1,1,3,1,3.5,1,22.554
908,0,1,5,7,53,4,4,3,1,1,5,0,4,0,28.25
911,0,1,6,8,34,4,4,3,1,1,5,0,4,0,19.811
912,0,1,3,8,44,3,2,2,1,1,4,0,4,0,23.463
913,0,1,6,8,56,4,3,3,1,1,5,0,4,0,29.821
915,0,0,4,8,29,5,3,3,1,1,4,0,4,0,17.046
916,0,1,1,8,34,4,4,3,1,1,5,1,4,0,18.868
917,0,1,3,7,23,3,1,3,1,1,4,1,4,1,13.795
918,0,1,3,8,30,4,4,3,1,1,5,0,4,0,17.381
919,0,1,6,8,58,5,4,2,1,1,4,0,4,1,30.874
920,0,1,3,8,42,1,3,1,1,1,4,0,4,1,22.463
921,0,1,3,8,69,5,3,3,1,1,4,0,4,0,35.243
922,0,1,5,8,62,3,3,2,1,1,5,0,3,0,32.046
923,0,1,2,8,53,3,1,3,1,1,5,0,4,0,27.392
924,0,1,4,8,51,4,3,1,1,1,4,1,4,1,27.091
926,0,0,4,8,29,5,5,3,1,1,5,0,4,1,17.304
927,0,1,3,8,44,4,4,3,1,1,4,0,3,1,23.621
928,0,1,3,8,44,4,3,3,1,1,5,0,4,0,23.719
929,0,1,7,8,69,5,4,3,1,1,5,0,4,1,36.205
930,0,1,7,8,57,4,3,3,1,1,5,0,4,0,30.478
931,0,1,5,8,50,4,4,3,1,1,4,0,4,1,26.969
932,0,1,2,8,33,4,3,2,1,1,3,0,3,0,18.155
933,0,1,3,6,42,5,5,3,1,1,5,0,4,1,22.94
934,0,1,3,8,31,4,4,3,1,1,5,0,4,0,17.84
937,0,1,1,7,38,2,2,3,1,1,4,1,4,0,20.241
938,0,1,6,7,60,3,1,3,1,1,4,0,4,0,31.278
939,0,1,4,7,34,4,3,3,1,1,3,0,4,0,19.173
945,0,1,2,8,39,5,1,3,1,1,5,0,4,0,21.134
946,0,1,2,8,49,4,1,1,1,1,3,1,4,1,25.566
947,0,1,3,8,42,4,4,3,1,1,5,0,4,0,22.889
948,0,1,1,8,33,4,4,1,1,1,5,0,4,1,18.311
949,0,1,5,7,38,1,1,1,1,1,4,0,4,0,20.716
952,0,1,5,8,20,5,4,3,1,1,5,0,4,0,13.271
953,0,1,1,3,38,3,2,3,1,1,4,1,3.75,1,19.9865
954,0,1,2,8,50,3,4,3,1,1,5,0,4,1,26.326
955,0,1,6,8,53,5,4,3,1,1,4,0,4,1,28.628
956,0,1,5,8,38,1,3,3,1,1,4,1,3,1,20.97
958,0,1,6,7,53,2,1,2,1,1,4,0,4,0,27.932
959,0,1,2,7,22,4,2,3,1,1,5,0,4,0,13.251
960,0,1,3,8,31,3,4,1,1,1,3,1,2.75,0,17.3875
961,0,1,4,8,52,3,2,3,1,1,5,1,3.75,1,27.4615
962,0,1,3,8,37,4,2,3,1,1,4,0,4,0,20.383
963,0,1,3,8,44,4,5,3,1,1,4,1,4,0,23.907
964,0,1,5,8,23,3,4,3,1,0,5,0,4,0,14.431
965,0,1,2,8,39,4,4,2,1,1,3,0,4,0,21.195
966,0,0,1,8,46,3,1,3,0,1,3,1,4,1,23.511
968,0,1,3,8,53,4,4,2,1,1,3,1,4,1,27.913
969,0,1,4,8,45,4,2,3,1,1,2,1,4,0,24.23
970,0,1,4,8,42,3,2,3,1,1,4,1,4,0,22.839
971,0,1,1,8,33,4,2,1,0,1,5,1,3,1,17.525
972,0,1,4,8,35,2,4,2,1,1,4,1,4,1,19.716
973,0,1,1,8,16,1,1,3,1,1,4,1,3,1,9.904
974,0,1,1,8,44,3,3,3,1,1,3,1,4,1,23.263
975,0,1,2,8,29,5,4,3,1,1,4,1,3,0,16.622
977,0,1,1,8,31,4,3,1,1,1,3,1,3.5,1,17.183
978,0,1,2,8,38,4,4,3,1,1,5,0,3,0,20.657
979,0,1,1,8,38,4,3,3,0,1,4,1,4,1,20.169
981,0,1,4,8,33,4,4,2,0,1,2,0,3,0,18.145
982,0,1,1,8,37,4,3,3,1,1,5,1,4,1,20.204
983,0,1,4,8,39,3,3,2,1,1,5,0,3.5,1,21.437
985,0,0,3,8,26,5,5,3,1,1,3,0,4,1,15.659
986,0,1,2,8,55,5,3,1,1,1,4,0,4,1,28.568
987,0,1,5,8,49,4,2,3,1,1,5,0,4,0,26.322
988,0,1,2,8,44,4,3,3,1,1,4,1,4,1,23.58
994,0,1,5,7,27,4,4,2,1,0,3,0,4,0,16.148
995,0,1,4,8,38,4,3,3,1,1,5,0,4,0,21.163
997,0,1,3,8,42,1,2,3,1,1,4,1,4,1,22.52
999,0,1,6,8,57,3,3,2,1,1,5,0,4,1,30.194
1000,0,1,5,8,52,3,3,3,1,1,4,0,4,1,27.715
1003,0,1,6,8,57,4,3,3,1,1,4,0,4,1,30.292
1004,0,1,7,2,70,5,4,2,1,1,5,0,4,1,36.111
1006,0,1,2,8,39,4,2,3,1,1,5,1,4,0,21.185
1007,0,1,5,7,48,4,3,2,1,1,4,0,3.75,0,25.7335
1013,1,1,5,8,60,5,4,3,1,1,3,0,4,1,31.649
1015,1,1,2,8,43,5,4,3,1,1,5,0,4,1,23.322
1016,1,1,3,8,53,4,2,3,1,1,4,0,4,0,27.768
1017,1,1,5,8,55,4,3,2,1,1,4,0,4,1,29.168
1018,1,1,5,8,67,5,5,3,1,1,5,0,3.25,1,34.8715
1019,1,1,3,8,55,4,4,3,1,1,4,0,4,1,28.909
1020,1,1,2,8,42,3,4,2,1,1,4,0,4,1,22.611
1021,1,1,4,8,44,4,5,3,1,1,4,0,4,1,24.146
1022,1,1,5,8,42,1,1,3,1,1,4,0,4,1,22.822
1023,1,1,7,7,60,5,5,2,1,1,5,0,4,0,32.023
1024,1,1,2,8,48,3,2,3,1,1,2,0,3.75,0,25.0715
1025,1,1,3,8,42,5,4,2,1,1,3,1,4,1,22.989
1026,1,1,3,8,38,4,2,3,1,1,3,1,4,1,20.942
1027,1,1,4,7,62,2,4,3,1,1,4,0,4,1,32.068
1028,1,1,2,7,38,5,3,3,1,1,5,0,4,1,20.855
1029,1,1,3,7,44,4,3,3,1,1,3,0,3.5,0,23.507
1030,1,1,5,8,57,3,3,3,1,1,4,0,4,0,30.004
1031,1,1,4,7,42,4,3,3,1,1,4,0,4,0,22.921
1032,1,1,2,8,32,3,3,3,0,1,3,0,4,1,17.488
1033,1,1,2,8,45,5,5,3,1,1,4,1,3,1,24.142
1034,1,1,7,8,42,4,3,3,1,1,5,0,4,0,23.634
1035,1,1,4,8,52,4,4,3,1,1,4,0,4,0,27.683
1036,1,1,5,8,49,5,4,2,1,1,4,0,4,0,26.539
1037,1,1,5,8,49,3,4,3,1,1,3,0,4,0,26.385
1038,1,1,2,8,34,4,4,2,1,1,5,1,4,1,19.105
1039,1,1,4,7,50,5,4,2,1,1,5,0,4,0,26.751
1040,1,1,7,8,57,3,3,3,1,1,5,0,4,0,30.435
1041,1,1,3,8,50,4,3,3,1,1,3,1,4,1,26.538
1042,1,1,3,8,21,4,4,3,1,1,3,1,4,1,13.315
1043,1,1,5,8,67,5,4,2,1,1,5,0,4,0,34.836
1044,1,1,5,8,53,3,2,2,1,1,3,0,4,0,27.996
1045,1,1,5,8,50,4,4,2,1,1,4,0,4,0,26.914
1046,1,1,5,8,53,5,4,3,1,1,3,0,4,1,28.436
1048,1,1,2,8,50,4,3,3,1,1,5,0,4,1,26.363
1049,1,1,5,8,64,4,3,3,1,1,3,0,4,1,33.313
1055,0,1,2,8,38,5,4,2,1,1,4,0,4,1,20.902
1056,0,1,2,8,22,3,3,2,1,1,5,1,4,1,13.384
1058,0,1,3,8,32,2,5,1,0,1,4,0,3.25,0,17.4785
1059,1,0,4,8,56,1,1,2,1,1,5,0,4,1,29.001
1060,1,1,2,8,67,4,5,3,1,1,4,0,4,1,34.307
1064,0,1,3,8,34,4,5,3,1,1,4,1,4,1,19.364
1066,0,0,2,8,52,4,2,1,1,1,2,1,4,1,26.961
1068,0,1,7,8,57,5,4,2,1,1,5,0,4,1,30.648
1069,0,1,3,8,39,3,2,1,1,1,5,0,4,0,21.154
1070,0,1,2,6,26,4,1,3,1,1,3,1,4,0,14.892
1071,0,1,6,8,55,5,5,2,1,1,5,0,4,1,29.62
1072,0,1,6,8,42,4,4,3,1,1,5,0,4,1,23.53
1073,0,1,7,7,51,4,2,3,1,1,4,0,4,0,27.517
1074,0,1,3,8,45,4,3,3,1,1,5,1,4,1,24.272
1075,0,1,4,8,44,4,4,3,1,1,5,1,4,1,24.099
1077,0,1,3,3,38,5,3,3,1,1,5,0,3.75,1,20.6265
1079,1,1,3,8,33,4,4,3,1,1,4,0,4,0,18.764
1080,0,1,4,8,27,5,4,3,1,1,4,0,4,0,16.251
1081,0,1,5,7,58,3,1,3,1,1,5,1,4,1,30.291
1082,0,1,6,8,67,5,4,3,1,1,5,0,4,0,35.042
1084,0,0,3,6,38,4,4,3,1,1,5,1,4,1,20.944
1085,1,1,4,7,50,4,2,3,1,1,3,0,4,0,26.47
1086,0,1,3,7,49,3,4,3,1,1,3,0,3.75,1,25.8615
1087,0,1,5,7,42,4,3,3,1,1,4,1,4,0,23.125
1089,0,1,6,8,58,4,4,3,1,1,4,0,4,1,30.839
1090,0,1,5,8,34,4,3,2,1,1,4,0,4,0,19.441
1091,0,1,4,8,38,4,2,3,1,1,5,0,4,0,21.075
1093,0,1,4,7,20,4,4,3,0,1,5,0,4,0,12.446
1095,0,1,3,8,53,4,3,2,1,1,4,1,4,0,27.813
1096,0,1,2,8,34,4,3,3,1,1,4,0,4,1,18.943
1097,0,1,4,8,46,3,3,3,1,1,4,0,4,0,24.716
1098,0,1,3,8,39,4,2,3,1,1,4,0,4,1,21.348
1099,0,0,3,8,42,4,4,3,1,1,4,0,4,0,22.819
1100,1,0,6,8,50,1,5,1,1,1,5,1,4,1,26.993
1101,0,1,5,7,50,4,4,3,1,1,4,0,4,1,26.885
1102,0,1,5,8,53,4,3,3,1,1,3,0,4,0,28.176
1103,0,1,6,8,34,3,2,3,1,1,4,0,4,0,19.516
1104,0,1,3,8,39,4,3,3,1,1,5,1,4,1,21.518
1105,0,1,3,8,43,2,2,2,1,1,4,1,4,1,23.014
1107,0,1,5,7,48,2,2,2,1,1,4,0,4,0,25.527
1108,1,1,5,7,48,4,4,3,1,1,5,0,4,0,25.996
1112,0,1,3,8,50,5,5,3,1,1,5,1,4,0,26.78
1114,0,1,3,8,39,5,5,3,1,1,5,0,4,1,21.731
1115,1,1,6,6,60,4,4,3,1,1,4,1,4,1,31.677
1116,0,1,6,8,56,5,3,3,1,1,5,0,4,0,29.905
1119,0,1,3,7,23,4,1,3,1,1,5,1,4,1,13.914
1120,0,1,5,8,52,3,2,3,1,1,4,0,3.75,1,27.5775
1121,1,0,5,7,57,4,3,2,1,1,4,0,3.25,0,29.7715
1122,0,1,3,8,34,4,3,2,1,1,4,0,4,1,19.092
1125,1,1,5,8,49,4,2,1,1,1,3,0,4,0,26.195
1126,1,1,3,8,50,5,3,1,1,1,5,0,4,1,26.547
1127,0,1,5,7,49,3,3,3,1,1,5,1,4,1,26.336
1129,0,1,6,8,49,4,3,2,1,1,5,0,4,0,26.559
1132,0,1,2,8,37,5,4,2,1,1,5,1,3,1,20.327
1134,0,1,1,8,58,4,4,3,1,1,4,1,4,0,29.849
1135,0,1,6,8,56,5,4,2,1,1,5,0,4,0,29.944
1136,0,1,4,8,34,4,3,3,1,1,4,0,4,0,19.292
1137,0,1,3,8,38,3,3,3,1,1,5,1,4,1,20.975
1138,0,1,3,8,34,4,4,2,1,1,4,1,4,1,19.227
1142,0,1,5,8,53,5,4,2,1,1,5,0,4,0,28.369
1143,1,1,4,8,49,4,4,2,1,1,5,0,4,1,26.339
1145,0,1,3,8,58,5,2,3,1,1,5,1,4,0,30.188
1146,0,0,5,8,42,4,4,3,1,1,5,1,4,1,23.344
1147,0,1,1,8,38,2,2,3,1,1,5,1,4,0,20.36
1150,0,1,5,8,57,3,2,2,1,1,5,0,4,0,29.861
1152,0,1,3,7,16,5,2,3,0,1,4,0,4,0,10.285
1154,1,1,7,8,66,4,3,2,1,1,4,0,4,1,34.613
1156,1,1,5,8,67,4,4,3,1,1,5,0,4,0,34.801
1157,1,1,3,8,53,4,4,3,1,1,4,0,4,0,27.944
1159,0,0,1,8,43,5,3,2,1,1,4,1,4,0,22.876
1160,0,1,3,7,42,4,3,3,1,1,5,0,4,0,22.717
1161,0,1,3,8,34,4,4,3,1,1,4,0,4,1,19.229
1162,1,1,5,7,44,4,1,3,1,1,2,0,3,0,23.593
1163,0,1,6,8,46,4,2,1,1,1,5,0,2,0,24.649
1165,0,1,2,7,42,4,2,3,1,1,5,0,4,0,22.431
1167,1,1,6,8,55,5,4,3,1,1,4,1,4,1,29.634
1168,1,1,5,8,53,4,4,3,1,1,4,0,4,0,28.34
1171,0,1,3,8,26,5,2,3,1,1,4,0,4,1,15.465
1172,0,1,5,8,55,3,3,1,1,1,4,0,3,0,28.749
1173,0,1,6,7,52,5,3,2,1,1,5,0,4,0,27.936
1174,0,1,3,7,52,1,2,2,1,1,3,0,4,0,26.848
1175,0,1,5,7,31,5,4,2,1,1,5,0,4,0,18.187
1179,0,1,5,8,53,5,4,2,1,1,4,0,3.5,0,28.235
1180,0,1,5,8,44,4,4,3,1,1,5,0,4,0,24.203
1181,0,1,6,8,54,4,4,2,1,1,3,0,4,0,28.872
1182,0,1,5,8,62,2,1,3,1,1,3,0,4,0,31.963
1183,1,1,5,7,39,3,1,3,1,1,5,0,4,0,21.517
1187,0,1,1,8,32,3,3,2,1,1,3,1,4,1,17.706
1188,0,1,4,8,42,5,4,3,1,1,5,0,4,0,23.171
1192,0,1,6,7,49,4,2,2,1,1,4,1,4,0,26.399
1193,0,1,5,8,39,5,4,1,1,1,5,1,4,1,21.988
1194,0,1,5,8,34,5,5,3,1,1,5,0,4,0,19.785
1195,0,1,3,8,39,4,1,3,1,0,5,0,3,0,21.001
1197,0,1,3,8,50,5,3,3,1,1,5,1,4,1,26.651
1198,0,1,3,7,56,4,4,3,1,1,5,1,4,0,29.278
1199,1,1,5,7,50,5,5,3,1,1,4,0,4,0,27.051
1200,0,1,4,7,37,4,4,3,1,1,4,0,4,0,20.673
1201,0,1,3,7,49,3,4,3,1,1,5,0,4,0,25.934
1202,0,1,6,7,36,4,1,1,1,1,3,0,3.75,0,20.1635
1203,0,1,3,8,34,4,4,3,1,1,4,0,4,0,19.182
1204,0,1,3,8,50,4,4,2,1,1,3,0,4,0,26.442
1206,0,1,2,8,56,4,4,3,1,1,5,0,4,0,29.117
1207,0,1,5,8,42,4,4,3,1,1,5,0,4,0,23.285
1209,1,1,6,8,55,3,3,3,1,1,5,0,4,0,29.319
1210,1,1,3,7,22,3,2,2,1,1,3,0,4,0,13.287
1212,0,1,3,7,48,4,3,3,1,1,4,0,4,0,25.436
1214,0,1,5,7,53,5,4,3,1,1,4,0,4,0,28.299
1215,0,1,6,8,68,5,4,3,1,1,4,0,4,0,35.466
1217,0,1,3,8,45,3,4,2,1,1,5,0,4,0,24.133
1218,0,1,5,8,44,4,4,1,1,1,3,0,4,0,24.035
1219,0,1,5,7,43,4,2,2,1,1,4,0,3,0,23.202
1220,0,1,5,8,46,4,4,3,1,1,3,0,4,0,25.051
1221,0,0,2,7,31,4,3,2,1,1,4,0,3.75,0,17.3015
1222,0,0,5,7,16,4,2,3,1,1,3,0,4,0,10.986
1225,0,1,5,7,49,5,5,3,1,1,5,0,4,1,26.633
1226,0,1,5,8,22,2,1,1,0,0,2,0,3.5,1,12.91
1227,0,1,5,7,62,4,2,2,1,1,5,0,4,0,32.156
1231,0,1,6,8,56,5,4,2,1,1,5,0,4,0,29.944
1233,0,1,2,8,27,4,3,1,1,1,3,0,4,0,15.55
1234,0,1,2,8,34,1,2,3,1,1,3,0,4,0,18.521
1235,1,1,3,8,44,4,4,3,1,1,4,0,4,0,23.813
1241,0,1,3,7,52,1,4,3,1,1,4,1,3.75,1,27.1525
1242,0,1,2,8,29,3,3,3,1,1,5,1,4,1,16.646
1243,0,1,6,8,53,4,4,1,1,1,5,0,4,0,28.434
1244,0,1,5,7,40,5,5,3,1,1,3,0,4,0,22.385
1245,0,1,5,7,42,5,4,3,1,1,5,0,4,0,23.285
1247,0,0,2,8,42,3,2,3,1,1,4,0,3.5,0,22.262
1248,0,1,3,8,52,3,2,3,1,1,3,1,4,0,27.196
1249,0,1,3,8,45,5,4,3,1,1,3,0,4,0,24.28
1250,0,1,6,7,50,5,4,2,1,1,5,0,4,0,27.106
1251,0,1,3,8,53,1,3,3,1,1,4,0,4,0,27.563
1252,0,1,3,8,34,4,4,3,1,1,3,1,4,0,19.194
1253,0,1,3,7,23,3,2,2,1,1,4,0,4,0,13.74
1255,0,1,6,8,56,4,3,3,1,1,5,0,4,0,29.821
1256,0,1,5,7,39,4,5,3,1,1,4,0,4,0,21.877
1257,0,1,2,8,34,3,4,2,0,1,2,0,4,0,18.322
1258,0,1,3,8,33,4,4,3,1,1,5,0,3,0,18.56
1259,0,1,2,8,49,3,4,3,1,1,4,0,4,0,25.785
1260,0,1,3,8,31,4,4,1,0,1,5,1,3,1,17.179
1261,0,1,2,8,23,4,3,3,1,1,4,0,4,0,13.847
1262,0,1,5,7,34,3,2,3,1,1,3,0,4,0,19.199
1263,0,1,2,7,55,1,1,3,1,1,4,0,3.5,0,27.924
1264,0,1,6,8,50,5,5,1,1,1,5,0,4,0,27.229
1265,0,1,3,8,26,4,4,3,1,1,4,0,3,0,15.312
1266,0,1,2,8,39,4,4,3,1,1,3,0,4,0,21.244
1267,0,1,2,7,50,5,5,2,1,1,5,0,1,0,25.808
1268,0,1,3,8,33,2,1,3,1,1,5,0,4,0,18.326
1269,0,1,5,8,38,4,4,2,1,1,3,0,4,0,21.33
1270,0,1,2,8,44,5,4,3,1,1,4,0,4,0,23.658
1271,0,1,3,7,34,4,4,3,1,0,4,0,4,0,19.049
1274,0,1,2,8,39,3,1,3,1,1,3,1,4,0,20.943
1276,1,1,3,0,39,5,4,3,1,1,5,0,4,0,20.965
1278,0,1,1,8,30,2,2,1,1,1,4,0,4,1,16.555
1279,0,1,2,8,38,4,3,3,1,1,3,0,4,0,20.697
1280,0,1,4,8,44,4,2,3,1,1,5,0,3,0,23.631
1283,0,1,6,8,39,4,4,2,1,1,5,0,4,0,22.057
1284,0,0,4,8,34,4,2,3,1,1,5,0,4,0,19.204
1285,0,1,3,7,20,3,2,3,1,1,4,0,4,0,12.412
1286,0,1,5,7,29,5,5,3,0,1,5,0,3.25,0,16.7985
1288,0,1,5,8,37,3,4,3,1,1,3,0,1,0,20.242
1289,1,1,7,8,57,3,2,3,1,1,4,0,4,0,30.312
1290,0,1,1,8,42,4,4,2,0,1,5,1,4,1,22.079
1291,1,1,6,8,55,3,3,3,1,1,4,0,4,0,29.284
1293,0,1,5,7,42,4,4,1,1,1,5,0,3,0,22.905
1294,0,1,3,8,34,1,4,3,1,1,1,0,4,0,18.825
1295,0,1,5,8,31,4,2,3,1,1,3,0,4,0,17.99
1296,0,1,3,8,28,2,2,3,1,1,4,0,3.75,0,16.0345
1299,1,1,3,8,44,5,4,1,1,1,4,0,4,0,23.799
1300,0,1,3,7,31,4,4,1,1,1,5,0,4,0,17.658
1301,0,1,6,8,67,4,4,2,1,1,4,0,4,0,34.874
1303,0,1,7,7,66,4,3,2,1,1,5,0,4,0,34.476
1305,0,0,6,7,23,3,2,2,1,1,3,0,4,0,14.264
1306,0,1,2,7,16,3,2,3,0,1,5,0,4,0,9.954
1307,0,1,2,8,44,4,4,3,1,1,5,1,4,1,23.703
1308,0,1,6,8,42,1,2,3,1,1,5,0,4,0,23.055
1310,0,1,5,7,29,4,4,2,1,1,5,0,3.5,0,17.086
1314,0,1,2,8,42,3,3,3,1,1,5,1,4,0,22.566
1319,1,1,6,8,39,4,4,3,1,1,5,0,4,0,22.147
1320,1,1,6,8,60,3,2,2,1,1,5,0,4,1,31.524
1324,0,1,1,8,36,4,2,3,1,1,5,0,4,0,19.563
1325,1,0,6,8,56,4,4,2,1,1,4,0,4,0,29.831
1326,0,1,6,8,42,5,5,3,1,1,5,0,4,0,23.655
1327,0,1,3,8,46,5,3,2,1,1,5,0,4,0,24.672
1328,0,1,2,8,34,5,4,3,1,1,3,0,3,0,18.835
1330,1,1,4,7,37,3,3,2,1,1,3,0,4,0,20.458
1331,0,1,2,7,34,4,3,3,1,1,4,0,4,0,18.812
1333,0,1,5,7,51,5,4,3,1,1,5,0,3.75,0,27.3665
1339,1,1,3,8,53,4,4,2,1,1,4,0,4,1,27.942
1340,0,1,2,8,42,4,3,1,1,1,5,0,4,0,22.505
1341,0,1,3,8,37,4,4,1,1,1,4,1,4,1,20.555
1344,0,1,3,8,33,4,3,1,1,1,5,0,3.5,0,18.473
1345,0,1,4,7,38,4,2,3,1,1,5,0,2.75,0,20.7435
1346,0,1,6,8,42,4,2,2,1,1,5,0,4,0,23.258
1347,1,1,5,8,55,4,5,2,1,1,4,0,4,0,29.297
1349,0,1,3,8,55,3,1,2,1,1,5,0,3.75,0,28.4095
1350,1,1,2,8,55,5,4,2,1,1,4,0,4,0,28.699
1351,0,0,3,8,58,5,3,3,0,1,2,0,4,0,29.63
1353,0,1,2,7,34,4,4,3,1,1,4,0,4,0,18.9
1356,0,1,6,8,70,5,4,2,1,1,5,0,4,0,36.37
1359,0,1,4,8,34,3,3,3,1,1,4,0,4,0,19.208
1360,1,1,4,8,38,3,4,3,1,1,4,0,4,1,21.22
